Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Will_Grow,SMA_5,SMA_10,SMA_20,Return_1D,Volatility_10,High_Low_Ratio,Open_Close_Ratio,Volume_SMA_10,Volume_Ratio,Close_Lag_1,Volume_Lag_1,Close_Lag_2,Volume_Lag_2,Close_Lag_3,Volume_Lag_3,RSI_14
2018-10-08,ADANIPORTS,EQ,378.0,377.3,382.1,376.0,378.55,379.3,379.05,1142258.0,43300000000000.0,15991.0,251976.0,0.2206,0,394.25,378.59000000000003,381.3275,0.02388986367930901,0.12295593711037235,1.0162234042553193,0.9947271289216979,2584461.1,0.4419714423250557,370.45,1656692.0,410.8,1552936.0,387.25,3493681.0,49.940532812921646
2018-10-09,ADANIPORTS,EQ,377.45,375.65,382.95,370.6,371.75,371.95,375.28,3129554.0,117000000000000.0,46790.0,1330933.0,0.4253,0,383.95,374.45,379.66999999999996,-0.019377801212760448,0.11909307580861869,1.0333243389098759,1.0099475735986019,2756569.9,1.1353073252377892,379.3,1142258.0,370.45,1656692.0,410.8,1552936.0,49.127185791402475
2018-10-10,ADANIPORTS,EQ,318.75,318.7,332.9,316.0,329.5,327.1,324.45,2734052.0,88700000000000.0,50472.0,398808.0,0.1459,1,371.92,370.46500000000003,376.6275,-0.12058072321548585,0.11995710042243844,1.0534810126582277,0.9743197798838275,2924937.5,0.934738605525759,371.95,3129554.0,379.3,1142258.0,370.45,1656692.0,44.37769310511192
2018-10-12,ADANIPORTS,EQ,373.45,360.1,365.5,357.6,360.35,359.15,361.66,2917295.0,106000000000000.0,33011.0,707801.0,0.2426,1,361.59000000000003,368.58000000000004,373.945,0.09798226841944335,0.12402892376210709,1.0220917225950783,1.0026451343449814,3017438.6,0.9668117190520463,327.1,2734052.0,371.95,3129554.0,379.3,1142258.0,48.22944600992723
2018-11-01,ADANIPORTS,EQ,423.45,423.0,430.65,421.0,425.5,425.5,425.49,4415343.0,188000000000000.0,58246.0,2315410.0,0.5244,0,372.6,379.255,376.195,0.1847417513573717,0.12259914773378815,1.0229216152019003,0.9941245593419507,2881872.4,1.5321091246094034,359.15,2917295.0,327.1,2734052.0,371.95,3129554.0,55.15315622008828
2018-11-04,ADANIPORTS,EQ,387.25,388.0,388.15,375.5,378.0,377.9,378.57,2045552.0,77400000000000.0,45690.0,598513.0,0.2926,1,372.32,383.28499999999997,376.36,-0.11186839012925975,0.13063276923221126,1.033688415446072,1.0267266472611802,2734128.8,0.7481549515882354,425.5,4415343.0,359.15,2917295.0,327.1,2734052.0,49.98811772344727
2018-11-05,ADANIPORTS,EQ,410.8,412.35,414.5,410.85,413.0,412.7,412.61,1442596.0,59500000000000.0,22672.0,797734.0,0.553,0,380.46999999999997,382.21,381.77750000000003,0.09208785392961105,0.10583396999486805,1.0088840209322136,0.999151926338745,2452995.9,0.5880955610239708,377.9,2045552.0,425.5,4415343.0,359.15,2917295.0,53.422409464453764
2018-11-06,ADANIPORTS,EQ,380.5,384.0,387.7,380.1,381.0,382.3,384.76,2030226.0,78100000000000.0,43078.0,670564.0,0.3303,0,391.51,381.715,379.8375,-0.07366125514901856,0.10480378451639272,1.0199947382267824,1.0044467695527073,2306650.4,0.8801619872695057,412.7,1442596.0,377.9,2045552.0,425.5,4415343.0,50.180660493914935
2018-11-07,ADANIPORTS,EQ,370.45,369.9,378.3,368.0,373.4,373.5,373.78,2480112.0,92700000000000.0,46821.0,335478.0,0.1353,0,394.38,377.985,378.5625,-0.023018571802249532,0.10305532758709682,1.0279891304347826,0.9903614457831325,2399368.0,1.0336521950780373,382.3,2030226.0,412.7,1442596.0,377.9,2045552.0,49.249022278471124
2018-11-09,ADANIPORTS,EQ,371.95,373.9,377.85,363.0,364.05,364.65,370.4,2452935.0,90900000000000.0,49399.0,847835.0,0.3456,0,382.21,377.405,377.9,-0.02369477911646589,0.09812562034611903,1.040909090909091,1.0253667900726724,2478992.3,0.9894887531518352,373.5,2480112.0,382.3,2030226.0,412.7,1442596.0,48.27827113049747
2018-11-10,ADANIPORTS,EQ,327.1,320.0,324.85,311.1,314.0,313.5,317.73,2739752.0,87100000000000.0,63269.0,975351.0,0.356,1,369.33,370.825,374.70750000000004,-0.14027149321266963,0.10746486233746752,1.0441980070716812,1.0207336523125996,2638741.7,1.038279722490458,364.65,2452935.0,373.5,2480112.0,382.3,2030226.0,43.002444729590074
2018-11-12,ADANIPORTS,EQ,359.15,347.0,363.55,347.0,355.5,355.75,355.14,6177739.0,219000000000000.0,63451.0,2400636.0,0.3886,1,357.93999999999994,369.205,371.8275,0.13476874003189798,0.11718611310887073,1.0476945244956772,0.9754040758959944,2943560.2,2.098730306246157,313.5,2739752.0,364.65,2452935.0,373.5,2480112.0,48.052214568342485
2018-12-01,ADANIPORTS,EQ,425.5,425.85,428.35,411.55,422.2,423.3,421.9,2581486.0,109000000000000.0,36455.0,966797.0,0.3745,0,366.14,378.825,374.64500000000004,0.1898805340829235,0.12222290086507617,1.040821285384522,1.0060240963855422,2928303.6,0.8815636466109593,355.75,6177739.0,313.5,2739752.0,364.65,2452935.0,54.92776913689125
2018-12-02,ADANIPORTS,EQ,399.0,403.75,406.15,400.0,403.0,403.35,402.98,1249277.0,50300000000000.0,31505.0,398039.0,0.3186,0,372.11,383.245,375.9125,-0.047129695251594605,0.12222458692290272,1.015375,1.0009916945580761,2761501.8,0.45239043479891994,423.3,2581486.0,355.75,6177739.0,313.5,2739752.0,52.70892358851202
2018-12-03,ADANIPORTS,EQ,377.9,382.0,389.2,377.0,387.5,386.6,381.95,3693431.0,141000000000000.0,39637.0,1196695.0,0.324,0,376.5,379.35499999999996,379.305,-0.04152720961943723,0.1080913124785392,1.0323607427055703,0.9881013967925504,2689310.6,1.3733746485065725,403.35,1249277.0,423.3,2581486.0,355.75,6177739.0,50.851563880273524
2018-12-04,ADANIPORTS,EQ,377.9,378.0,378.75,369.25,372.3,372.35,372.62,3609657.0,135000000000000.0,49628.0,1927058.0,0.5339,1,388.27000000000004,378.8,381.0425,-0.036859803414381775,0.10225331094446882,1.025727826675694,1.0151738955284006,2845721.1,1.2684507276556372,386.6,3693431.0,403.35,1249277.0,423.3,2581486.0,49.261181934124274
2018-12-06,ADANIPORTS,EQ,382.3,384.0,390.75,382.35,389.9,388.9,386.43,1920763.0,74200000000000.0,52067.0,918968.0,0.4784,0,394.9,376.41999999999996,379.315,0.04444742849469563,0.09869223270338999,1.0219693997646135,0.9874003599897146,2893537.8,0.6638112693741205,372.35,3609657.0,386.6,3693431.0,403.35,1249277.0,51.17121488454436
2018-12-07,ADANIPORTS,EQ,373.5,374.4,375.7,368.6,369.0,369.35,371.25,1458875.0,54200000000000.0,37679.0,476661.0,0.3267,1,384.11,375.125,378.41999999999996,-0.05026999228593454,0.09706105020936462,1.0192620727075419,1.0136726682008934,2836402.7,0.5143398714152966,388.9,1920763.0,372.35,3609657.0,386.6,3693431.0,48.83267657320484
2018-12-09,ADANIPORTS,EQ,364.65,366.7,377.45,364.8,375.6,376.05,371.48,3711887.0,138000000000000.0,66780.0,1115317.0,0.3005,0,378.65,375.38,376.6825,0.01813997563286862,0.09681905334339692,1.0346765350877192,0.9751362850684748,2959580.2,1.2541937535600487,369.35,1458875.0,388.9,1920763.0,372.35,3609657.0,49.68138817121727
2018-12-10,ADANIPORTS,EQ,313.5,317.0,327.85,317.0,323.25,323.15,323.82,2428109.0,78600000000000.0,50561.0,953022.0,0.3925,1,365.96000000000004,371.23,374.3175,-0.14067278287461782,0.10715268212186141,1.0342271293375396,0.9809685904378772,2957097.6,0.8211122284228968,376.05,3711887.0,369.35,1458875.0,388.9,1920763.0,43.540559315148485
2018-12-11,ADANIPORTS,EQ,337.6,339.0,344.7,327.3,327.7,328.65,334.27,3573699.0,119000000000000.0,40676.0,825422.0,0.231,1,357.21999999999997,372.745,371.78499999999997,0.017019959771004123,0.0964140230187242,1.0531622364802933,1.0314924691921499,3040492.3,1.1753685414694193,323.15,2428109.0,376.05,3711887.0,369.35,1458875.0,44.311271586463384
2018-12-12,ADANIPORTS,EQ,355.75,357.0,376.15,355.55,374.85,374.45,367.6,2845017.0,105000000000000.0,30120.0,405123.0,0.1424,1,354.33,374.615,371.90999999999997,0.13935797961357066,0.09708891523679221,1.0579384052875824,0.9533983175323808,2707220.1,1.0508997772290476,328.65,3573699.0,323.15,2428109.0,376.05,3711887.0,50.385009985583686
2019-01-01,ADANIPORTS,EQ,387.7,386.3,390.9,384.05,390.6,389.0,386.49,1233249.0,47700000000000.0,11481.0,102905.0,0.0834,0,358.26,371.185,375.005,0.038856990252370105,0.07513044853577482,1.017836219242286,0.9930591259640104,2572396.4,0.47941639165721117,374.45,2845017.0,328.65,3573699.0,323.15,2428109.0,52.16974473073458
2019-01-02,ADANIPORTS,EQ,338.65,339.9,346.8,333.35,339.05,338.45,340.52,3119675.0,106000000000000.0,45153.0,908459.0,0.2912,0,350.74,364.695,373.96999999999997,-0.129948586118252,0.08420183154898087,1.04034798260087,1.0042842369626237,2759436.2,1.130547972082123,389.0,1233249.0,374.45,2845017.0,328.65,3573699.0,45.98125793564524
2019-01-03,ADANIPORTS,EQ,325.85,328.8,334.8,327.0,332.35,333.2,332.67,4756894.0,158000000000000.0,61252.0,2008910.0,0.4223,1,352.75,359.355,369.355,-0.015511892450879028,0.08366199898916868,1.0238532110091743,0.9867947178871549,2865782.5,1.659893589272738,338.45,3119675.0,389.0,1233249.0,374.45,2845017.0,45.37919023971729
2019-01-04,ADANIPORTS,EQ,378.15,380.95,386.5,378.8,381.55,383.05,382.71,2479521.0,94900000000000.0,43203.0,952514.0,0.3842,1,363.63,360.42499999999995,369.6125,0.14960984393757504,0.09709478543408752,1.020327349524815,0.994517686986033,2752768.9,0.9007370724073496,333.2,4756894.0,338.45,3119675.0,389.0,1233249.0,51.82891849305669
2019-01-07,ADANIPORTS,EQ,410.2,412.0,414.0,408.5,411.9,413.25,411.88,1457022.0,60000000000000.0,23640.0,313765.0,0.2153,0,371.39,362.86,369.64,0.07884088239133269,0.09915196534802738,1.0134638922888617,0.9969751966122202,2706394.8,0.538362695642188,383.05,2479521.0,333.2,4756894.0,338.45,3119675.0,55.27451784691757
2019-01-08,ADANIPORTS,EQ,377.55,376.0,377.85,366.3,371.15,371.1,371.56,1720133.0,63900000000000.0,50599.0,612696.0,0.3562,1,367.81,363.035,369.08000000000004,-0.10199637023593466,0.1039119601944579,1.0315315315315317,1.0132039881433574,2732520.6,0.6295041288984243,413.25,1457022.0,383.05,2479521.0,333.2,4756894.0,49.90876657958145
2019-01-10,ADANIPORTS,EQ,413.95,415.2,417.9,401.6,405.0,404.05,409.86,2532760.0,104000000000000.0,33166.0,1094425.0,0.4321,0,380.93,365.835,370.6075,0.08879008353543516,0.10722562403593039,1.0405876494023902,1.027595594604628,2614607.9,0.9686959180380355,371.1,1720133.0,413.25,1457022.0,383.05,2479521.0,53.693135543392245
2019-01-11,ADANIPORTS,EQ,395.8,396.0,397.25,387.85,388.3,389.75,391.58,3665336.0,144000000000000.0,37071.0,2085262.0,0.5689,0,392.24000000000007,372.495,371.8625,-0.035391659448088086,0.09499302704574462,1.0242361737785226,1.0160359204618346,2738330.6,1.3385293945150376,404.05,2532760.0,371.1,1720133.0,413.25,1457022.0,51.86189485774413
2019-02-01,ADANIPORTS,EQ,389.0,388.0,388.95,378.0,381.0,381.3,383.82,1506543.0,57800000000000.0,17571.0,181941.0,0.1208,0,391.89,377.76,375.2525,-0.021680564464400254,0.09604455581696703,1.0289682539682539,1.017571466037241,2531615.0,0.595091670731924,389.75,3665336.0,404.05,2532760.0,371.1,1720133.0,50.760214848798306
2019-02-04,ADANIPORTS,EQ,383.05,383.0,386.0,377.5,380.8,379.7,381.0,1825681.0,69600000000000.0,32918.0,745258.0,0.4082,1,385.18,378.28499999999997,376.45,-0.004196170993968074,0.08630620971786501,1.0225165562913907,1.0086910718988675,2429681.4,0.7514075713795233,381.3,1506543.0,389.75,3665336.0,404.05,2532760.0,50.54128683306686
2019-02-05,ADANIPORTS,EQ,392.8,392.8,397.0,390.15,395.3,395.3,394.75,2139442.0,84500000000000.0,32938.0,960389.0,0.4489,1,390.02000000000004,378.915,375.05,0.04108506715828297,0.08640689735988463,1.0175573497372805,0.9936756893498608,2520300.7,0.8488836272592393,379.7,1825681.0,381.3,1506543.0,389.75,3665336.0,52.6840527376873
2019-02-07,ADANIPORTS,EQ,413.25,413.0,416.45,409.4,414.1,414.05,414.22,1671598.0,69200000000000.0,34615.0,414283.0,0.2478,0,392.02000000000004,386.475,375.58500000000004,0.04743232987604351,0.07276485567724307,1.0172203224230583,0.9974640743871512,2375493.0,0.7036846667197083,395.3,2139442.0,379.7,1825681.0,381.3,1506543.0,55.19654524453966
2019-02-08,ADANIPORTS,EQ,371.1,368.5,379.75,363.65,376.0,375.45,373.09,3029294.0,113000000000000.0,68937.0,1054765.0,0.3482,1,389.15999999999997,390.7,375.02750000000003,-0.09322545586281861,0.0809848092890346,1.0442733397497594,0.9814888800106539,2202733.0,1.3752433908240353,414.05,1671598.0,395.3,2139442.0,379.7,1825681.0,49.382947723241706
2019-02-12,ADANIPORTS,EQ,382.05,381.1,383.35,375.85,377.7,377.75,378.59,3783084.0,143000000000000.0,52045.0,1554201.0,0.4108,1,388.45,390.17,375.2975,0.006125982154747689,0.06574869988293201,1.0199547691898363,1.0088682991396427,2333089.3,1.62149129911144,375.45,3029294.0,414.05,1671598.0,395.3,2139442.0,49.72275272900052
2019-03-01,ADANIPORTS,EQ,381.3,382.4,385.3,376.6,376.95,378.1,380.35,1902063.0,72300000000000.0,37419.0,333534.0,0.1754,1,388.13,386.65500000000003,374.7575,0.0009265387160821703,0.05979043616958219,1.023101433882103,1.011372652737371,2377593.4,0.7999950706458051,377.75,3783084.0,375.45,3029294.0,414.05,1671598.0,49.7780052085599
2019-03-04,ADANIPORTS,EQ,379.7,380.3,386.3,380.0,381.0,382.0,383.24,2701443.0,104000000000000.0,38684.0,1183915.0,0.4383,1,385.46999999999997,387.745,375.39,0.010314731552499179,0.049705831302943156,1.016578947368421,0.9955497382198953,2475724.4,1.091172749276939,378.1,1902063.0,377.75,3783084.0,375.45,3029294.0,50.43168592707919
2019-03-05,ADANIPORTS,EQ,395.3,393.0,398.4,385.05,387.3,387.25,393.56,1863548.0,73300000000000.0,30470.0,771097.0,0.4138,1,380.11,386.065,375.95,0.013743455497382095,0.040250768013292304,1.0346708219711724,1.0148482892188508,2408803.2,0.7736406195408574,382.0,2701443.0,378.1,1902063.0,377.75,3783084.0,51.3496736101892
2019-03-06,ADANIPORTS,EQ,416.4,416.4,426.35,412.1,423.5,424.75,419.99,3852273.0,162000000000000.0,46827.0,1317070.0,0.3419,0,389.96999999999997,389.565,381.03,0.09683666881859265,0.049305740681394906,1.0345789856830867,0.9803413772807533,2427496.9,1.5869322016435943,387.25,1863548.0,382.0,2701443.0,378.1,1902063.0,57.416122682018376
2019-03-07,ADANIPORTS,EQ,414.05,414.0,419.5,414.0,414.3,414.9,416.51,2542307.0,106000000000000.0,40115.0,807188.0,0.3175,0,397.4,392.925,385.34250000000003,-0.02319011183048858,0.04941480412582007,1.0132850241545894,0.9978308026030369,2531073.3,1.0044383147655187,424.75,3852273.0,387.25,1863548.0,382.0,2701443.0,55.45990332442741
2019-03-09,ADANIPORTS,EQ,365.7,362.7,367.15,359.55,361.0,361.3,363.3,1638833.0,59500000000000.0,22776.0,504383.0,0.3078,1,394.04,391.08500000000004,384.68500000000006,-0.12918775608580368,0.06623371849954891,1.0211375330273953,1.0038748962081372,2512388.5,0.6523007886718157,414.9,2542307.0,424.75,3852273.0,387.25,1863548.0,46.229580578231804
2019-03-10,ADANIPORTS,EQ,404.05,403.5,406.2,398.6,403.55,403.9,401.96,2619077.0,105000000000000.0,47878.0,1309062.0,0.4998,0,398.41999999999996,391.945,385.43,0.11790755604760572,0.07568493753941799,1.0190667335674861,0.9990096558554098,2560352.0,1.0229362993838347,361.3,1638833.0,414.9,2542307.0,424.75,3852273.0,52.934180886959616
2019-03-12,ADANIPORTS,EQ,377.75,380.0,380.0,359.55,359.7,361.95,366.85,4189825.0,154000000000000.0,46977.0,1545497.0,0.3689,1,393.36,386.735,386.605,-0.10386234216390189,0.08113452856942484,1.0568766513697678,1.0498687664041995,2812174.7,1.489887879298537,403.9,2619077.0,361.3,1638833.0,414.9,2542307.0,46.75206280931764
2019-04-01,ADANIPORTS,EQ,378.1,378.65,383.95,375.85,383.5,382.15,380.4,1669709.0,63500000000000.0,32438.0,269743.0,0.1616,0,384.84000000000003,387.405,389.05249999999995,0.05580881337201271,0.07784324148521687,1.0215511507250232,0.990841292686118,2676216.2,0.6239066186057762,361.95,4189825.0,403.9,2619077.0,361.3,1638833.0,49.792749182358826
2019-04-02,ADANIPORTS,EQ,338.45,337.25,338.8,329.05,335.0,335.65,333.84,4517829.0,151000000000000.0,63073.0,1892502.0,0.4189,1,368.98999999999995,383.195,386.6825,-0.12167996859871777,0.08745301141081566,1.0296307552043762,1.0047668702517505,2749690.7,1.643031705347805,382.15,1669709.0,361.95,4189825.0,403.9,2619077.0,43.6179809007602
2019-04-04,ADANIPORTS,EQ,382.0,382.0,382.05,374.7,378.9,380.2,378.95,1909852.0,72400000000000.0,22785.0,811782.0,0.425,1,372.77,383.40500000000003,385.03000000000003,0.13272754357217353,0.09825277587896881,1.0196156925540434,1.0047343503419253,2750469.6,0.6943730626944576,335.65,4517829.0,382.15,1669709.0,361.95,4189825.0,50.013642659728326
2019-04-06,ADANIPORTS,EQ,424.75,423.4,429.85,417.4,425.1,425.55,424.69,7683485.0,326000000000000.0,70896.0,2243034.0,0.2919,0,377.09999999999997,387.76,387.7525,0.11927932667017371,0.1047427176796132,1.0298275035936753,0.9949477147221242,3248673.8,2.3651143429666592,380.2,1909852.0,335.65,4517829.0,382.15,1669709.0,55.54214654999959
2019-04-07,ADANIPORTS,EQ,414.9,416.0,417.25,413.35,415.4,414.9,415.45,1101623.0,45800000000000.0,16456.0,221164.0,0.2008,0,387.69,390.525,388.29499999999996,-0.025026436376454075,0.10554333572994824,1.009435103423249,1.002651241262955,3172481.3,0.3472433391490755,425.55,7683485.0,380.2,1909852.0,335.65,4517829.0,54.03083226611787
2019-04-09,ADANIPORTS,EQ,361.3,361.3,365.75,356.65,365.0,364.35,362.41,1846644.0,66900000000000.0,32475.0,349536.0,0.1893,1,384.13,384.485,387.025,-0.12183658712942869,0.1086128810487585,1.0255152109911678,0.9916289282283518,2971918.4,0.6213643012540317,414.9,1101623.0,425.55,7683485.0,380.2,1909852.0,47.43343096485407
2019-04-10,ADANIPORTS,EQ,403.9,405.5,407.25,392.95,396.0,394.6,400.51,1610595.0,64500000000000.0,28417.0,592311.0,0.3678,0,395.92,382.455,387.68999999999994,0.08302456429257576,0.11230033490674295,1.0363913983967425,1.0276229092752154,2878747.2,0.5594777478203018,364.35,1846644.0,414.9,1101623.0,425.55,7683485.0,51.268145878112286
2019-04-11,ADANIPORTS,EQ,389.75,390.0,394.95,389.75,391.5,391.0,392.49,3146855.0,124000000000000.0,43747.0,1723136.0,0.5476,0,398.08000000000004,385.425,388.255,-0.009123162696401454,0.10289297921312725,1.0133418858242462,0.9974424552429667,3029549.4,1.0387204777053645,394.6,1610595.0,364.35,1846644.0,414.9,1101623.0,50.793257737851214
2019-04-12,ADANIPORTS,EQ,361.95,361.5,370.35,357.35,367.05,367.85,366.72,4369308.0,160000000000000.0,56958.0,1436020.0,0.3287,0,386.54,381.82000000000005,386.8825,-0.05920716112531965,0.09789762379872723,1.036378900237862,0.982737528884056,3204572.5,1.3634604927802383,391.0,3146855.0,394.6,1610595.0,364.35,1846644.0,47.73142613799983
2019-05-02,ADANIPORTS,EQ,335.65,333.1,340.95,330.75,339.05,339.8,336.98,3262960.0,110000000000000.0,70328.0,952469.0,0.2919,0,371.52,379.60499999999996,383.17,-0.07625390784287078,0.09515020833567377,1.0308390022675737,0.9802825191288994,3111886.0,1.0485474082276793,367.85,4369308.0,391.0,3146855.0,394.6,1610595.0,44.250758869103926
2019-05-03,ADANIPORTS,EQ,333.2,333.25,340.5,330.5,339.55,339.25,336.57,5098498.0,172000000000000.0,60748.0,2648285.0,0.5194,1,366.5,375.315,381.36,-0.0016185991759859464,0.09296611574328563,1.0302571860816945,0.9823139277818718,3454764.9,1.4757872525566067,339.8,3262960.0,367.85,4369308.0,391.0,3146855.0,44.18272501037623
2019-05-04,ADANIPORTS,EQ,380.2,379.0,388.9,377.4,387.45,387.15,385.53,2443633.0,94200000000000.0,30245.0,751493.0,0.3075,1,365.01,380.46500000000003,381.83,0.14119380987472363,0.09439554334550072,1.0304716481187068,0.9789487278832495,3247345.3,0.7525017435010685,339.25,5098498.0,339.8,3262960.0,367.85,4369308.0,51.21715643239301
2019-05-07,ADANIPORTS,EQ,414.9,416.4,416.5,400.55,403.0,402.45,409.42,1670037.0,68400000000000.0,32403.0,376232.0,0.2253,0,367.3,382.68999999999994,383.0475,0.03951956605966678,0.08607843533346489,1.0398202471601548,1.0346626910175176,3223363.8,0.5181037895877593,387.15,2443633.0,339.25,5098498.0,339.8,3262960.0,53.244080917225055
2019-05-08,ADANIPORTS,EQ,375.45,372.0,372.0,359.15,369.0,367.85,365.38,2432675.0,88900000000000.0,68145.0,756571.0,0.311,0,367.3,376.92,382.34000000000003,-0.08597341284631621,0.08119183680412512,1.0357789224557985,1.0112817724616012,2698282.8,0.9015641355309385,402.45,1670037.0,387.15,2443633.0,339.25,5098498.0,48.351379863604784
2019-05-09,ADANIPORTS,EQ,364.35,365.7,367.75,361.25,367.0,366.55,365.28,1642165.0,60000000000000.0,26158.0,484578.0,0.2951,1,372.65,372.085,381.305,-0.003534049204838907,0.08107926446810708,1.0179930795847751,0.9976810803437457,2752337.0,0.5966438702818732,367.85,2432675.0,402.45,1670037.0,387.15,2443633.0,48.17226716823269
2019-05-11,ADANIPORTS,EQ,391.0,391.7,392.9,386.5,389.5,390.0,389.48,1395899.0,54400000000000.0,41318.0,659023.0,0.4721,0,382.8,374.65,379.5675,0.0639749011048969,0.07336879670906199,1.0165588615782664,1.0043589743589743,2707262.5,0.5156127268781657,366.55,1642165.0,367.85,2432675.0,402.45,1670037.0,51.65150886930573
2019-05-12,ADANIPORTS,EQ,367.85,368.0,373.6,365.15,368.15,368.4,369.05,3179935.0,117000000000000.0,36556.0,1245100.0,0.3915,0,379.05,372.03000000000003,377.24249999999995,-0.055384615384615477,0.07090861855610855,1.0231411748596468,0.9989142236699241,2864196.5,1.1102363263135053,390.0,1395899.0,366.55,1642165.0,367.85,2432675.0,48.42670785345089
2019-06-02,ADANIPORTS,EQ,339.8,338.8,341.8,318.85,329.15,330.35,330.99,6687853.0,221000000000000.0,87440.0,1360489.0,0.2034,1,364.63,365.96500000000003,375.695,-0.10328447339847979,0.07751427318716808,1.0719774188489886,1.0255789314363553,3218296.3,2.0780724882292536,368.4,3179935.0,390.0,1395899.0,366.55,1642165.0,43.29836555426439
2019-06-03,ADANIPORTS,EQ,339.25,342.5,349.2,334.05,336.3,337.05,342.07,7949482.0,272000000000000.0,77481.0,4062615.0,0.5111,1,358.47,362.885,372.3525,0.020281519600423792,0.07643797925512351,1.0453524921418949,1.0161697077584928,3576313.7,2.222814514286037,330.35,6687853.0,368.4,3179935.0,390.0,1395899.0,44.41460554144316
2019-06-05,ADANIPORTS,EQ,387.25,386.0,386.05,378.45,380.0,379.8,381.39,1648057.0,62900000000000.0,46046.0,752175.0,0.4564,1,361.12,366.88500000000005,373.245,0.12683578104138848,0.08247148355835321,1.0200819130664553,1.0163243812532912,3414823.4,0.48261851549922025,337.05,7949482.0,330.35,6687853.0,368.4,3179935.0,51.037819015409774
2019-06-06,ADANIPORTS,EQ,425.55,428.15,429.5,420.8,427.0,426.3,425.63,4848580.0,206000000000000.0,77034.0,1887537.0,0.3893,0,368.38,375.59000000000003,375.4525,0.12243285939968396,0.08890625463921199,1.0206749049429658,1.0043396669012432,3389831.6,1.430330639433534,379.8,1648057.0,337.05,7949482.0,330.35,6687853.0,57.03472419866081
2019-06-08,ADANIPORTS,EQ,367.85,365.6,378.6,365.25,377.3,376.95,373.92,3719169.0,139000000000000.0,109751.0,1848265.0,0.497,0,370.09000000000003,374.57,377.51750000000004,-0.11576354679802958,0.08924062934405179,1.0365503080082137,0.9698899058230536,3517385.2,1.0573675581508672,426.3,4848580.0,379.8,1648057.0,337.05,7949482.0,50.031064184733104
2019-06-09,ADANIPORTS,EQ,366.55,368.0,368.7,363.8,364.5,365.75,366.47,2366109.0,86700000000000.0,43680.0,853449.0,0.3607,1,377.16999999999996,370.9,376.79499999999996,-0.02971216341689875,0.08859570287668904,1.01346893897746,1.0061517429938482,3586992.4,0.6596359111326804,376.95,3719169.0,426.3,4848580.0,379.8,1648057.0,48.573262221373554
2019-06-11,ADANIPORTS,EQ,390.0,390.0,394.4,388.5,391.0,391.0,391.96,2277683.0,89300000000000.0,38573.0,1225780.0,0.5382,0,387.96,373.215,375.0675,0.06903622693096367,0.08658882421056474,1.0151866151866151,0.9974424552429667,3571493.2,0.6377396994623985,365.75,2366109.0,376.95,3719169.0,426.3,4848580.0,51.97100378989115
2019-06-12,ADANIPORTS,EQ,368.4,370.65,371.3,363.4,364.6,366.15,366.92,2376977.0,87200000000000.0,27343.0,1025544.0,0.4314,1,385.23,373.175,372.63,-0.06355498721227626,0.08961900995491609,1.0217391304347827,1.0122900450634986,3644974.4,0.6521244703392156,391.0,2277683.0,365.75,2366109.0,376.95,3719169.0,48.569911816698415
2019-07-01,ADANIPORTS,EQ,382.15,385.0,386.95,379.35,379.75,381.65,382.81,1260331.0,48200000000000.0,15401.0,349389.0,0.2772,0,376.3,372.34000000000003,373.495,0.04233237744093943,0.0882467519130838,1.0200342691445894,1.008777675881043,3631417.6,0.3470630863274992,366.15,2376977.0,391.0,2277683.0,365.75,2366109.0,50.735526109235956
2019-07-02,ADANIPORTS,EQ,330.35,330.55,336.35,322.6,332.15,332.35,331.01,4871712.0,161000000000000.0,67263.0,882424.0,0.1811,1,367.38,368.735,370.38250000000005,-0.1291759465478841,0.09623867650464105,1.0426224426534407,0.994584022867459,3800595.3,1.281828665104122,381.65,1260331.0,366.15,2376977.0,391.0,2277683.0,44.34021676414278
2019-07-03,ADANIPORTS,EQ,337.05,338.0,342.5,335.0,340.7,340.9,339.82,3047318.0,104000000000000.0,34043.0,1088624.0,0.3572,1,362.40999999999997,369.79,367.8775,0.025725891379569488,0.09021555026620741,1.0223880597014925,0.9914931064828396,3436541.8,0.8867396869725257,332.35,4871712.0,381.65,1260331.0,366.15,2376977.0,45.620449362941194
2019-07-05,ADANIPORTS,EQ,379.8,381.0,383.95,370.1,370.4,371.9,377.07,1628805.0,61400000000000.0,41146.0,589474.0,0.3619,1,358.59,373.275,368.08000000000004,0.09093575828688771,0.09406929621740583,1.0374223182923534,1.0244689432643184,2804474.1,0.5807880343769265,340.9,3047318.0,332.35,4871712.0,381.65,1260331.0,50.101833960506795
2019-07-06,ADANIPORTS,EQ,426.3,426.3,427.4,419.45,425.0,425.2,423.48,2648848.0,112000000000000.0,30672.0,650342.0,0.2455,0,370.4,377.81499999999994,372.35,0.14331809626243608,0.09638370923116747,1.01895339134581,1.0025870178739418,2904553.2,0.9119640156702931,371.9,1628805.0,340.9,3047318.0,332.35,4871712.0,56.70780159221962
