Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Will_Grow
2020-12-03,ADANIPORTS,EQ,320.2,288.2,301.9,284.0,289.4,287.65,289.85,9895077.0,287000000000000.0,111634.0,6082465.0,0.6147,1
2020-12-05,ADANIPORTS,EQ,289.7,289.0,292.8,285.25,292.0,291.5,289.56,4602741.0,133000000000000.0,40291.0,2356484.0,0.512,1
2020-12-06,ADANIPORTS,EQ,338.65,330.65,347.8,327.7,346.85,345.3,336.73,3022904.0,102000000000000.0,36684.0,528390.0,0.1748,0
2020-12-08,ADANIPORTS,EQ,335.0,336.0,347.75,331.75,341.3,341.2,342.48,10674205.0,366000000000000.0,110910.0,1940518.0,0.1818,1
2020-12-10,ADANIPORTS,EQ,357.2,359.1,362.85,355.05,358.95,357.65,358.06,3626399.0,130000000000000.0,36938.0,1484883.0,0.4095,1
2020-12-11,ADANIPORTS,EQ,371.6,373.0,375.6,366.1,368.0,368.05,369.57,4759659.0,176000000000000.0,43387.0,1820911.0,0.3826,1
2021-01-01,ADANIPORTS,EQ,483.75,485.0,508.0,482.55,505.0,503.85,495.57,7815730.0,387000000000000.0,79171.0,834159.0,0.1067,1
2021-01-02,ADANIPORTS,EQ,509.7,514.3,545.45,500.1,543.8,542.75,521.81,10259084.0,535000000000000.0,144291.0,2226831.0,0.2171,1
2021-01-03,ADANIPORTS,EQ,675.9,684.6,704.65,673.3,697.6,692.9,688.54,11600468.0,799000000000000.0,179958.0,2350242.0,0.2026,1
2021-01-04,ADANIPORTS,EQ,702.4,713.5,742.0,705.0,733.55,736.25,725.68,15017049.0,1090000000000000.0,166679.0,2293326.0,0.1527,0
2021-02-02,ADANIPORTS,EQ,542.75,548.7,554.85,540.0,553.3,550.8,547.68,7160471.0,392000000000000.0,72629.0,1459412.0,0.2038,1
2021-02-03,ADANIPORTS,EQ,692.9,697.6,724.7,696.0,721.25,720.5,708.76,11486477.0,814000000000000.0,170602.0,1582541.0,0.1378,0
2021-03-02,ADANIPORTS,EQ,550.8,549.55,562.3,542.0,560.0,560.1,555.66,7462289.0,415000000000000.0,73872.0,2114489.0,0.2834,1
2021-03-03,ADANIPORTS,EQ,720.5,732.0,754.95,723.4,733.25,729.85,739.56,19961472.0,1480000000000000.0,285506.0,4189813.0,0.2099,0
2021-04-01,ADANIPORTS,EQ,503.85,507.0,510.9,495.2,498.1,498.9,501.35,9998803.0,501000000000000.0,88263.0,1356432.0,0.1357,1
2021-04-02,ADANIPORTS,EQ,560.1,557.9,573.4,554.05,568.7,568.4,565.59,6850462.0,387000000000000.0,76877.0,1712730.0,0.25,1
2021-04-03,ADANIPORTS,EQ,729.85,733.25,765.7,715.85,751.55,752.45,749.5,30607959.0,2290000000000000.0,388068.0,2462900.0,0.0805,0
2021-05-01,ADANIPORTS,EQ,498.9,498.9,504.5,492.0,498.75,499.45,499.14,5135408.0,256000000000000.0,57609.0,673387.0,0.1311,1
2021-05-02,ADANIPORTS,EQ,568.4,571.0,573.95,561.65,567.6,566.95,568.7,5586868.0,318000000000000.0,65457.0,1627931.0,0.2914,1
2021-05-03,ADANIPORTS,EQ,752.45,752.45,761.0,730.5,749.65,748.95,748.31,17665200.0,1320000000000000.0,245042.0,2561470.0,0.145,0
2021-05-04,ADANIPORTS,EQ,736.25,731.75,745.0,715.0,744.0,742.25,730.14,15622924.0,1140000000000000.0,205603.0,1431477.0,0.0916,0
2021-06-01,ADANIPORTS,EQ,499.45,501.8,504.95,489.5,495.0,496.8,499.09,5203982.0,260000000000000.0,55841.0,811974.0,0.156,1
2021-06-04,ADANIPORTS,EQ,742.25,756.0,852.7,743.0,849.85,835.55,800.35,64555516.0,5170000000000000.0,747062.0,4484783.0,0.0695,0
2021-07-01,ADANIPORTS,EQ,496.8,500.1,520.9,499.5,513.45,513.85,512.28,10295126.0,527000000000000.0,116095.0,1591603.0,0.1546,1
2021-07-04,ADANIPORTS,EQ,835.55,857.0,885.0,795.0,812.45,814.75,835.16,97717880.0,8160000000000000.0,1205984.0,8025095.0,0.0821,0
2021-08-01,ADANIPORTS,EQ,513.85,520.0,527.35,514.5,516.25,517.0,521.14,7272250.0,379000000000000.0,105599.0,1519864.0,0.209,1
2021-08-02,ADANIPORTS,EQ,566.95,572.15,594.0,571.1,583.3,582.05,583.52,8887710.0,519000000000000.0,118318.0,1676333.0,0.1886,1
2021-08-03,ADANIPORTS,EQ,748.95,762.7,767.8,744.2,747.8,748.4,754.53,15286852.0,1150000000000000.0,184855.0,1985582.0,0.1299,1
2021-08-04,ADANIPORTS,EQ,814.75,818.0,838.0,806.0,824.0,823.0,823.05,34025873.0,2800000000000000.0,403689.0,2295493.0,0.0675,0
2021-09-02,ADANIPORTS,EQ,582.05,589.65,589.8,573.2,582.2,581.95,581.89,10917915.0,635000000000000.0,110355.0,2560778.0,0.2345,1
2021-09-03,ADANIPORTS,EQ,748.4,755.55,759.4,738.65,748.0,750.75,750.81,8548163.0,642000000000000.0,119726.0,1101595.0,0.1289,1
2021-09-04,ADANIPORTS,EQ,823.0,824.75,837.0,817.05,822.2,823.6,827.17,21804785.0,1800000000000000.0,265700.0,2372060.0,0.1088,0
2021-10-02,ADANIPORTS,EQ,581.95,584.75,587.0,550.5,578.4,576.85,567.22,19987392.0,1130000000000000.0,202060.0,3957004.0,0.198,1
2021-10-03,ADANIPORTS,EQ,750.75,757.5,759.1,743.0,744.3,745.35,747.93,5235249.0,392000000000000.0,80675.0,889954.0,0.17,0
2021-11-01,ADANIPORTS,EQ,517.0,520.45,522.5,504.0,506.95,508.35,509.17,7156036.0,364000000000000.0,112381.0,2185106.0,0.3054,1
2021-11-02,ADANIPORTS,EQ,576.85,576.85,593.7,576.3,590.25,591.85,585.92,10595917.0,621000000000000.0,98093.0,3353440.0,0.3165,0
2021-12-01,ADANIPORTS,EQ,508.35,507.0,520.65,502.55,510.7,511.25,514.38,6751375.0,347000000000000.0,94103.0,1853257.0,0.2745,1
2021-12-02,ADANIPORTS,EQ,591.85,592.3,621.65,586.1,611.75,616.6,606.51,24953701.0,1510000000000000.0,253089.0,2468385.0,0.0989,1
2021-12-03,ADANIPORTS,EQ,745.35,749.0,752.1,723.0,723.25,728.15,737.27,10961076.0,808000000000000.0,145204.0,3300543.0,0.3011,1
2021-12-04,ADANIPORTS,EQ,823.6,809.9,809.9,735.0,750.0,744.65,762.16,28112240.0,2140000000000000.0,422020.0,2654132.0,0.0944,0
2015-01-01,ASIANPAINT,EQ,752.3,751.1,754.5,747.0,749.0,749.15,749.98,284935.0,21400000000000.0,13485.0,105929.0,0.3718,1
2015-01-04,ASIANPAINT,EQ,811.3,810.0,825.9,803.5,820.25,821.7,820.25,898480.0,73700000000000.0,33808.0,418992.0,0.4663,0
2015-01-06,ASIANPAINT,EQ,787.05,787.8,794.7,786.3,787.6,789.75,790.7,713447.0,56400000000000.0,27827.0,341407.0,0.4785,0
2015-01-07,ASIANPAINT,EQ,755.35,757.45,765.6,755.1,762.5,760.8,762.08,1025215.0,78100000000000.0,46163.0,514579.0,0.5019,1
2015-01-09,ASIANPAINT,EQ,848.6,844.0,844.1,802.8,818.5,819.1,820.83,1438466.0,118000000000000.0,46474.0,872648.0,0.6067,1
2015-01-10,ASIANPAINT,EQ,841.6,845.8,849.0,836.15,839.05,839.65,841.44,633622.0,53300000000000.0,25384.0,255051.0,0.4025,1
2015-01-12,ASIANPAINT,EQ,838.5,843.0,848.0,831.65,847.95,844.6,838.22,720255.0,60400000000000.0,26139.0,326084.0,0.4527,0
2015-02-01,ASIANPAINT,EQ,749.15,751.25,781.45,751.25,776.05,775.05,771.41,2080850.0,161000000000000.0,56086.0,871787.0,0.419,1
2015-02-02,ASIANPAINT,EQ,857.75,850.0,851.1,803.5,808.95,808.1,815.11,4808585.0,392000000000000.0,139180.0,3196971.0,0.6648,1
2015-02-03,ASIANPAINT,EQ,818.6,823.8,830.6,806.0,828.1,825.6,818.24,1383141.0,113000000000000.0,29041.0,776454.0,0.5614,0
2015-02-06,ASIANPAINT,EQ,789.75,789.1,794.3,756.0,756.6,759.2,771.81,1014316.0,78300000000000.0,46237.0,563533.0,0.5556,1
2015-02-07,ASIANPAINT,EQ,760.8,763.1,772.5,761.1,762.3,762.9,766.98,973819.0,74700000000000.0,30555.0,535914.0,0.5503,1
2015-02-09,ASIANPAINT,EQ,819.1,829.9,830.0,799.15,810.9,806.0,810.99,1500676.0,122000000000000.0,58006.0,807580.0,0.5381,1
2015-02-11,ASIANPAINT,EQ,830.65,831.0,837.0,825.5,830.95,830.1,831.24,716702.0,59600000000000.0,25744.0,452477.0,0.6313,1
2015-02-12,ASIANPAINT,EQ,844.6,847.95,867.2,844.8,848.95,848.55,856.33,980956.0,84000000000000.0,33313.0,356067.0,0.363,0
2015-03-02,ASIANPAINT,EQ,808.1,809.8,826.5,802.0,815.5,814.7,813.39,3048559.0,248000000000000.0,84512.0,1692083.0,0.555,1
2015-03-03,ASIANPAINT,EQ,825.6,829.85,842.0,827.2,837.5,838.3,835.92,1617826.0,135000000000000.0,67828.0,956058.0,0.591,0
2015-03-06,ASIANPAINT,EQ,759.2,763.0,767.0,750.0,764.2,762.7,758.62,867736.0,65800000000000.0,28688.0,412844.0,0.4758,1
2015-03-07,ASIANPAINT,EQ,762.9,762.0,778.4,758.4,767.0,772.7,772.38,1068877.0,82600000000000.0,55113.0,459432.0,0.4298,1
2015-03-08,ASIANPAINT,EQ,882.8,880.0,888.0,875.0,876.5,877.5,881.07,763822.0,67300000000000.0,32782.0,376627.0,0.4931,0
2015-03-09,ASIANPAINT,EQ,806.0,815.0,833.0,806.5,826.0,826.6,822.35,887079.0,72900000000000.0,41881.0,435443.0,0.4909,0
2015-03-11,ASIANPAINT,EQ,830.1,832.0,832.7,812.05,814.2,814.2,817.21,1599110.0,131000000000000.0,60046.0,1070162.0,0.6692,1
2015-03-12,ASIANPAINT,EQ,848.55,849.0,849.2,839.0,843.5,842.4,842.76,540473.0,45500000000000.0,22389.0,283065.0,0.5237,0
2015-04-02,ASIANPAINT,EQ,814.7,819.8,823.2,800.8,802.0,803.85,808.67,912365.0,73800000000000.0,26400.0,403855.0,0.4426,1
2015-04-03,ASIANPAINT,EQ,838.3,844.5,848.2,832.4,835.0,836.8,839.17,1600601.0,134000000000000.0,45616.0,954053.0,0.5961,0
2015-04-05,ASIANPAINT,EQ,762.45,769.85,781.5,764.0,780.0,779.4,775.84,1071772.0,83200000000000.0,30328.0,649107.0,0.6056,0
2015-04-06,ASIANPAINT,EQ,762.7,763.9,766.0,751.8,760.5,759.6,756.84,820596.0,62100000000000.0,23036.0,422411.0,0.5148,1
2015-04-08,ASIANPAINT,EQ,877.5,884.0,908.85,878.15,904.0,905.7,898.19,2178289.0,196000000000000.0,68648.0,1194617.0,0.5484,0
2015-04-09,ASIANPAINT,EQ,826.6,824.0,824.0,792.0,813.0,812.85,804.88,1101752.0,88700000000000.0,59523.0,515798.0,0.4682,0
2015-04-11,ASIANPAINT,EQ,814.2,814.5,822.5,800.55,801.5,802.2,805.75,1783909.0,144000000000000.0,54846.0,1271642.0,0.7128,1
2015-04-12,ASIANPAINT,EQ,842.4,841.5,841.5,829.45,835.1,834.7,834.53,779530.0,65100000000000.0,30538.0,457094.0,0.5864,0
2015-05-01,ASIANPAINT,EQ,775.05,779.9,787.9,772.7,774.65,775.0,778.57,1326999.0,103000000000000.0,33728.0,743940.0,0.5606,1
2015-05-02,ASIANPAINT,EQ,803.85,812.0,826.4,808.0,810.5,810.85,819.2,1668101.0,137000000000000.0,40647.0,710451.0,0.4259,1
2015-05-03,ASIANPAINT,EQ,836.8,837.0,841.55,828.0,833.7,833.9,834.13,694150.0,57900000000000.0,23998.0,309554.0,0.4459,0
2015-05-05,ASIANPAINT,EQ,779.4,780.0,784.85,768.65,783.0,781.4,776.67,952716.0,74000000000000.0,26536.0,532775.0,0.5592,0
2015-05-06,ASIANPAINT,EQ,759.6,759.0,765.6,752.0,758.0,758.8,758.29,830300.0,63000000000000.0,25162.0,471065.0,0.5673,1
2015-05-08,ASIANPAINT,EQ,905.7,905.0,926.8,885.75,921.9,923.3,906.15,2003128.0,182000000000000.0,56729.0,961849.0,0.4802,0
2015-05-10,ASIANPAINT,EQ,839.65,843.0,856.95,842.4,854.25,855.4,850.28,882680.0,75100000000000.0,59325.0,463941.0,0.5256,0
2015-05-11,ASIANPAINT,EQ,802.2,807.0,811.5,797.15,806.0,805.85,805.3,1016171.0,81800000000000.0,33737.0,532180.0,0.5237,0
2015-06-01,ASIANPAINT,EQ,775.0,775.0,783.0,750.4,756.15,756.5,769.79,1510720.0,116000000000000.0,33064.0,602843.0,0.399,1
2015-06-02,ASIANPAINT,EQ,810.85,810.0,815.0,788.8,798.05,797.65,799.87,1668283.0,133000000000000.0,54493.0,911553.0,0.5464,1
2015-06-04,ASIANPAINT,EQ,821.7,829.0,831.4,819.0,824.1,824.5,824.92,687263.0,56700000000000.0,31838.0,338147.0,0.492,0
2015-06-05,ASIANPAINT,EQ,781.4,779.0,779.0,750.15,756.0,760.85,761.48,1616619.0,123000000000000.0,37587.0,1005510.0,0.622,1
2015-06-07,ASIANPAINT,EQ,772.7,765.0,786.15,762.0,786.0,783.55,777.03,652931.0,50700000000000.0,18583.0,200336.0,0.3068,1
2015-06-08,ASIANPAINT,EQ,923.3,920.0,924.5,910.1,912.25,916.1,916.56,923303.0,84600000000000.0,37968.0,343207.0,0.3717,0
2015-06-10,ASIANPAINT,EQ,855.4,859.9,864.1,849.7,852.6,853.7,858.42,779669.0,66900000000000.0,25881.0,330422.0,0.4238,0
2015-06-11,ASIANPAINT,EQ,805.85,808.55,816.0,800.0,801.25,801.2,808.42,918564.0,74300000000000.0,24895.0,432311.0,0.4706,0
2015-07-01,ASIANPAINT,EQ,756.5,763.4,778.35,759.25,773.1,771.7,770.69,1427667.0,110000000000000.0,45009.0,629631.0,0.441,1
2015-07-04,ASIANPAINT,EQ,824.5,824.35,838.8,821.0,838.25,835.2,830.5,769528.0,63900000000000.0,31215.0,292978.0,0.3807,0
2015-07-05,ASIANPAINT,EQ,760.85,753.3,773.45,734.85,762.4,765.75,756.55,1718402.0,130000000000000.0,44700.0,779989.0,0.4539,1
2015-07-07,ASIANPAINT,EQ,783.55,793.0,827.9,790.05,827.0,824.6,814.14,2464459.0,201000000000000.0,76385.0,1068418.0,0.4335,1
2015-07-08,ASIANPAINT,EQ,916.1,911.0,924.4,895.2,902.0,898.65,910.15,1416068.0,129000000000000.0,32550.0,809777.0,0.5718,0
2015-07-09,ASIANPAINT,EQ,812.85,815.0,819.95,785.05,787.0,788.0,801.33,874378.0,70100000000000.0,39681.0,360682.0,0.4125,1
2015-07-10,ASIANPAINT,EQ,853.7,855.0,868.0,852.2,864.6,865.05,861.92,983606.0,84800000000000.0,40447.0,399907.0,0.4066,1
2015-07-12,ASIANPAINT,EQ,834.7,842.0,873.85,841.0,871.65,871.45,863.48,1602605.0,138000000000000.0,48835.0,840725.0,0.5246,0
2015-08-01,ASIANPAINT,EQ,771.7,783.8,822.9,778.1,821.45,820.35,804.43,2769416.0,223000000000000.0,66151.0,870533.0,0.3143,1
2015-08-04,ASIANPAINT,EQ,835.2,841.0,854.0,840.0,848.0,846.85,848.07,982733.0,83300000000000.0,35668.0,372709.0,0.3793,0
2015-08-05,ASIANPAINT,EQ,765.75,773.0,774.4,752.75,759.7,759.4,759.72,1127201.0,85600000000000.0,51416.0,605696.0,0.5373,0
2015-08-06,ASIANPAINT,EQ,758.8,759.0,760.0,745.0,748.0,748.0,748.91,795683.0,59600000000000.0,22489.0,426352.0,0.5358,1
2015-08-07,ASIANPAINT,EQ,824.6,819.8,835.0,797.35,798.9,802.25,815.5,1933525.0,158000000000000.0,53605.0,713337.0,0.3689,0
2015-08-09,ASIANPAINT,EQ,788.0,791.1,800.0,778.0,792.0,791.5,788.14,1489813.0,117000000000000.0,44194.0,915664.0,0.6146,1
2015-08-10,ASIANPAINT,EQ,865.05,865.0,879.95,860.0,874.95,874.15,870.03,952597.0,82900000000000.0,30716.0,375768.0,0.3945,0
2015-08-12,ASIANPAINT,EQ,871.45,874.05,877.4,857.2,859.5,860.75,868.11,1058074.0,91900000000000.0,25430.0,508227.0,0.4803,0
2015-09-01,ASIANPAINT,EQ,820.35,828.45,829.0,804.05,810.8,812.5,813.13,1708427.0,139000000000000.0,47902.0,685445.0,0.4012,0
2015-09-02,ASIANPAINT,EQ,797.65,790.0,822.0,783.4,804.0,803.65,805.6,1910672.0,154000000000000.0,54351.0,868370.0,0.4545,1
2015-09-03,ASIANPAINT,EQ,833.9,832.5,832.5,808.85,811.0,812.65,818.57,626456.0,51300000000000.0,19961.0,349377.0,0.5577,1
2015-09-04,ASIANPAINT,EQ,846.85,855.0,856.0,841.0,853.7,853.15,849.68,1019655.0,86600000000000.0,35094.0,512664.0,0.5028,0
2015-09-06,ASIANPAINT,EQ,748.0,744.8,751.2,730.0,731.95,735.7,739.07,998511.0,73800000000000.0,40062.0,560601.0,0.5614,1
2015-09-07,ASIANPAINT,EQ,802.25,810.0,814.9,795.0,797.65,796.95,803.79,613555.0,49300000000000.0,22036.0,197872.0,0.3225,1
2015-09-09,ASIANPAINT,EQ,791.5,800.0,822.9,796.0,819.05,821.15,809.03,1412900.0,114000000000000.0,45856.0,680326.0,0.4815,1
2015-09-10,ASIANPAINT,EQ,874.15,876.5,884.3,846.2,854.25,853.8,858.03,1362132.0,117000000000000.0,43706.0,629364.0,0.462,0
2015-09-11,ASIANPAINT,EQ,801.2,790.9,818.4,784.25,817.0,816.4,806.75,1163084.0,93800000000000.0,39275.0,649357.0,0.5583,1
2015-09-12,ASIANPAINT,EQ,860.75,866.45,866.45,836.95,842.8,840.0,848.29,751034.0,63700000000000.0,21079.0,397754.0,0.5296,0
2015-10-02,ASIANPAINT,EQ,803.65,801.9,829.9,799.85,825.0,822.2,820.96,2235687.0,184000000000000.0,55739.0,1225369.0,0.5481,0
2015-10-03,ASIANPAINT,EQ,812.65,813.0,818.0,802.0,808.15,807.95,809.61,691298.0,56000000000000.0,26562.0,367574.0,0.5317,1
2015-10-04,ASIANPAINT,EQ,853.15,853.0,861.7,843.2,856.2,859.45,852.78,802074.0,68400000000000.0,35175.0,314136.0,0.3917,0
2015-10-06,ASIANPAINT,EQ,735.7,736.0,745.1,734.6,737.95,739.15,740.28,803748.0,59500000000000.0,31417.0,381576.0,0.4747,1
2015-10-07,ASIANPAINT,EQ,796.95,806.0,806.0,781.7,793.85,795.3,791.48,1027281.0,81300000000000.0,66472.0,457904.0,0.4457,1
2015-10-08,ASIANPAINT,EQ,898.65,903.5,916.25,895.4,903.0,902.15,907.66,732357.0,66500000000000.0,29864.0,234071.0,0.3196,0
2015-10-09,ASIANPAINT,EQ,821.15,817.0,817.0,800.3,810.0,807.95,807.43,887236.0,71600000000000.0,38122.0,326762.0,0.3683,0
2015-10-11,ASIANPAINT,EQ,816.4,814.7,816.0,796.8,797.5,797.8,802.43,751899.0,60300000000000.0,26260.0,396830.0,0.5278,1
2015-10-12,ASIANPAINT,EQ,840.0,844.5,861.2,842.2,859.35,859.2,852.93,636140.0,54300000000000.0,30031.0,280167.0,0.4404,0
2015-11-02,ASIANPAINT,EQ,822.2,830.0,845.0,828.0,843.0,840.75,837.81,1227804.0,103000000000000.0,34647.0,567854.0,0.4625,0
2015-11-03,ASIANPAINT,EQ,807.95,818.0,819.95,806.75,808.55,809.0,812.73,942306.0,76600000000000.0,26404.0,444537.0,0.4718,0
2015-11-05,ASIANPAINT,EQ,759.4,768.0,776.2,751.9,770.25,771.65,766.72,976348.0,74900000000000.0,27665.0,484672.0,0.4964,0
2015-11-06,ASIANPAINT,EQ,739.15,739.2,743.7,702.5,709.0,708.4,719.3,1453089.0,105000000000000.0,51186.0,693401.0,0.4772,1
2015-11-08,ASIANPAINT,EQ,902.15,905.0,906.95,881.0,884.85,883.4,888.07,1091087.0,96900000000000.0,29530.0,663424.0,0.608,0
2015-11-09,ASIANPAINT,EQ,807.95,815.0,824.9,810.55,816.5,816.15,818.44,1034469.0,84700000000000.0,34736.0,519219.0,0.5019,0
2015-11-11,ASIANPAINT,EQ,797.8,808.0,808.0,802.25,803.55,804.45,804.31,93460.0,7520000000000.0,3269.0,45635.0,0.4883,1
2015-11-12,ASIANPAINT,EQ,859.2,860.95,863.55,848.75,857.05,858.4,856.95,780634.0,66900000000000.0,27103.0,490568.0,0.6284,0
2015-12-01,ASIANPAINT,EQ,812.5,813.05,818.4,800.2,806.0,807.75,809.25,1320557.0,107000000000000.0,25809.0,797067.0,0.6036,1
2015-12-02,ASIANPAINT,EQ,840.75,847.0,849.9,819.35,820.0,823.75,830.58,1974102.0,164000000000000.0,55522.0,1324002.0,0.6707,0
2015-12-03,ASIANPAINT,EQ,809.0,814.8,815.0,805.2,807.65,808.1,808.31,979686.0,79200000000000.0,32950.0,702018.0,0.7166,0
2015-12-05,ASIANPAINT,EQ,771.65,772.8,772.85,754.0,758.8,758.35,759.47,1137027.0,86400000000000.0,36433.0,712398.0,0.6265,0
2015-12-06,ASIANPAINT,EQ,708.4,709.0,722.8,702.0,707.0,705.65,711.85,1168519.0,83200000000000.0,35211.0,501498.0,0.4292,1
2015-12-08,ASIANPAINT,EQ,883.4,890.0,895.5,867.0,871.5,871.35,880.24,721554.0,63500000000000.0,30293.0,256554.0,0.3556,0
2015-12-10,ASIANPAINT,EQ,853.8,857.0,865.0,846.05,862.0,859.25,853.74,773525.0,66000000000000.0,19448.0,424987.0,0.5494,1
2016-01-01,ASIANPAINT,EQ,883.55,882.0,885.6,876.9,879.7,878.75,880.6,294006.0,25900000000000.0,7988.0,149531.0,0.5086,1
2016-01-02,ASIANPAINT,EQ,869.9,874.2,890.0,871.3,885.2,887.4,885.39,786217.0,69600000000000.0,32872.0,363561.0,0.4624,0
2016-01-03,ASIANPAINT,EQ,846.1,852.6,874.65,850.0,869.3,871.95,865.25,1161059.0,100000000000000.0,45586.0,778033.0,0.6701,0
2016-01-04,ASIANPAINT,EQ,868.4,871.0,883.95,865.0,868.0,870.0,873.31,853331.0,74500000000000.0,38495.0,406054.0,0.4758,1
2016-01-06,ASIANPAINT,EQ,984.85,989.05,1025.0,989.05,1024.0,1021.7,1014.97,2068760.0,210000000000000.0,46332.0,1250119.0,0.6043,0
2016-01-07,ASIANPAINT,EQ,1003.3,1002.8,1011.1,995.45,998.1,1002.5,1002.28,1314022.0,132000000000000.0,30597.0,842592.0,0.6412,1
2016-01-08,ASIANPAINT,EQ,1114.15,1119.6,1134.0,1115.05,1120.85,1120.9,1123.39,864041.0,97100000000000.0,39658.0,488903.0,0.5658,1
2016-01-09,ASIANPAINT,EQ,1157.9,1159.85,1164.05,1142.0,1160.95,1156.95,1152.56,621894.0,71700000000000.0,36809.0,275307.0,0.4427,0
2016-01-11,ASIANPAINT,EQ,1075.75,1077.1,1088.2,1072.0,1076.5,1076.7,1080.35,983171.0,106000000000000.0,73492.0,679039.0,0.6907,0
2016-01-12,ASIANPAINT,EQ,969.9,967.0,968.0,936.0,940.0,939.15,943.66,1517103.0,143000000000000.0,62376.0,826421.0,0.5447,0
2016-02-02,ASIANPAINT,EQ,887.4,889.9,894.75,878.0,880.85,882.5,884.64,920875.0,81500000000000.0,40334.0,561533.0,0.6098,0
2016-02-03,ASIANPAINT,EQ,871.95,876.0,880.95,866.5,871.6,871.85,874.43,808137.0,70700000000000.0,39952.0,339366.0,0.4199,0
2016-02-05,ASIANPAINT,EQ,866.25,864.0,867.5,860.65,865.0,864.8,864.14,199724.0,17300000000000.0,12118.0,72711.0,0.3641,1
2016-02-06,ASIANPAINT,EQ,1021.7,1007.0,1029.0,996.55,1026.0,1024.05,1018.67,2420319.0,247000000000000.0,65328.0,1730279.0,0.7149,1
2016-02-08,ASIANPAINT,EQ,1120.9,1129.7,1142.5,1118.65,1126.0,1123.35,1129.27,832931.0,94100000000000.0,31560.0,356998.0,0.4286,1
2016-02-09,ASIANPAINT,EQ,1156.95,1158.95,1172.0,1151.3,1164.55,1167.55,1165.41,710106.0,82800000000000.0,28373.0,291611.0,0.4107,0
2016-02-11,ASIANPAINT,EQ,1076.7,1067.9,1083.35,1055.35,1060.0,1062.75,1069.62,872573.0,93300000000000.0,41941.0,472005.0,0.5409,0
2016-02-12,ASIANPAINT,EQ,939.15,936.0,936.5,902.0,906.3,904.85,915.97,2139914.0,196000000000000.0,58064.0,1239231.0,0.5791,0
2016-03-02,ASIANPAINT,EQ,882.5,876.2,883.95,859.05,862.0,863.7,872.62,540771.0,47200000000000.0,29175.0,261625.0,0.4838,1
2016-03-03,ASIANPAINT,EQ,871.85,874.4,896.5,871.75,878.2,880.25,883.66,1061326.0,93800000000000.0,49649.0,499433.0,0.4706,0
2016-03-05,ASIANPAINT,EQ,864.8,869.5,886.9,865.4,873.9,872.0,877.79,1073196.0,94200000000000.0,34707.0,431345.0,0.4019,1
2016-03-06,ASIANPAINT,EQ,1024.05,1023.5,1032.1,1013.5,1020.0,1025.3,1024.13,2045789.0,210000000000000.0,69367.0,1617830.0,0.7908,1
2016-03-08,ASIANPAINT,EQ,1123.35,1132.45,1147.15,1124.05,1145.0,1143.4,1138.45,1130691.0,129000000000000.0,44398.0,548977.0,0.4855,1
2016-03-10,ASIANPAINT,EQ,1160.7,1170.0,1199.0,1165.4,1197.0,1193.0,1184.48,747111.0,88500000000000.0,41443.0,399397.0,0.5346,0
2016-03-11,ASIANPAINT,EQ,1062.75,1058.3,1075.0,1033.45,1033.7,1037.15,1045.55,1075107.0,112000000000000.0,39037.0,628153.0,0.5843,0
2016-04-01,ASIANPAINT,EQ,878.75,876.2,892.45,871.7,880.5,880.8,881.96,709103.0,62500000000000.0,28981.0,337383.0,0.4758,1
2016-04-02,ASIANPAINT,EQ,863.7,865.0,895.95,865.0,887.0,889.35,886.68,1658831.0,147000000000000.0,55548.0,1023442.0,0.617,0
2016-04-03,ASIANPAINT,EQ,880.25,886.6,890.1,858.4,866.0,865.8,869.7,1039977.0,90400000000000.0,41836.0,464128.0,0.4463,1
2016-04-04,ASIANPAINT,EQ,870.0,874.0,888.5,865.25,884.95,886.15,876.65,662760.0,58100000000000.0,30090.0,323489.0,0.4881,0
2016-04-05,ASIANPAINT,EQ,872.0,872.0,879.0,864.0,872.45,873.6,873.65,469904.0,41100000000000.0,24444.0,174657.0,0.3717,1
2016-04-07,ASIANPAINT,EQ,1002.5,1008.0,1017.05,998.2,999.0,1000.4,1008.13,884699.0,89200000000000.0,28821.0,584717.0,0.6609,1
2016-04-08,ASIANPAINT,EQ,1143.4,1152.05,1154.6,1116.7,1126.05,1127.3,1135.25,1075876.0,122000000000000.0,36191.0,450983.0,0.4192,1
2016-04-10,ASIANPAINT,EQ,1193.0,1202.0,1203.0,1179.4,1184.75,1192.55,1193.75,503642.0,60100000000000.0,29233.0,240343.0,0.4772,0
2016-04-11,ASIANPAINT,EQ,1037.15,1039.2,1054.8,1035.1,1042.15,1043.05,1045.25,976222.0,102000000000000.0,42934.0,494765.0,0.5068,0
2016-05-01,ASIANPAINT,EQ,880.8,881.3,905.0,881.3,901.4,900.65,898.75,1372748.0,123000000000000.0,52028.0,533231.0,0.3884,0
2016-05-02,ASIANPAINT,EQ,889.35,889.0,903.45,886.4,897.6,899.25,897.07,1739178.0,156000000000000.0,50547.0,1061156.0,0.6101,0
2016-05-04,ASIANPAINT,EQ,886.15,885.4,885.4,862.0,865.5,869.85,871.87,762479.0,66500000000000.0,31026.0,361836.0,0.4746,0
2016-05-05,ASIANPAINT,EQ,873.6,874.1,875.45,862.45,865.0,867.05,868.72,402567.0,35000000000000.0,27564.0,200194.0,0.4973,1
