Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
23-02-2021,ADANIPORTS,EQ,673.8,680,682.7,659.25,662,662,668.7,11247164,7.52E+14,160718,1350422,0.1201
24-02-2021,ADANIPORTS,EQ,662,666.7,671,653.4,666.4,665.2,665.04,3919187,2.61E+14,57372,707214,0.1804
25-02-2021,ADANIPORTS,EQ,665.2,669.4,711.35,667.15,705,704.3,695.14,18596690,1.29E+15,226639,2949431,0.1586
26-02-2021,ADANIPORTS,EQ,704.3,697.1,703.45,668,668.25,675.9,686.34,19909990,1.37E+15,220978,3346842,0.1681
01-03-2021,ADANIPORTS,EQ,675.9,684.6,704.65,673.3,697.6,692.9,688.54,11600468,7.99E+14,179958,2350242,0.2026
02-03-2021,ADANIPORTS,EQ,692.9,697.6,724.7,696,721.25,720.5,708.76,11486477,8.14E+14,170602,1582541,0.1378
03-03-2021,ADANIPORTS,EQ,720.5,732,754.95,723.4,733.25,729.85,739.56,19961472,1.48E+15,285506,4189813,0.2099
04-03-2021,ADANIPORTS,EQ,729.85,733.25,765.7,715.85,751.55,752.45,749.5,30607959,2.29E+15,388068,2462900,0.0805
05-03-2021,ADANIPORTS,EQ,752.45,752.45,761,730.5,749.65,748.95,748.31,17665200,1.32E+15,245042,2561470,0.145
08-03-2021,ADANIPORTS,EQ,748.95,762.7,767.8,744.2,747.8,748.4,754.53,15286852,1.15E+15,184855,1985582,0.1299
09-03-2021,ADANIPORTS,EQ,748.4,755.55,759.4,738.65,748,750.75,750.81,8548163,6.42E+14,119726,1101595,0.1289
10-03-2021,ADANIPORTS,EQ,750.75,757.5,759.1,743,744.3,745.35,747.93,5235249,3.92E+14,80675,889954,0.17
12-03-2021,ADANIPORTS,EQ,745.35,749,752.1,723,723.25,728.15,737.27,10961076,8.08E+14,145204,3300543,0.3011
15-03-2021,ADANIPORTS,EQ,728.15,727.8,727.8,706.05,714.9,719.05,714.38,13403595,9.58E+14,184280,4924583,0.3674
16-03-2021,ADANIPORTS,EQ,719.05,731.4,735.7,714.25,715.5,717.35,724.18,14979009,1.08E+15,214166,2382011,0.159
17-03-2021,ADANIPORTS,EQ,717.35,715,716.95,683.8,686,688.25,700.79,8151544,5.71E+14,126227,1600958,0.1964
18-03-2021,ADANIPORTS,EQ,688.25,695,705.5,675.4,680.9,679.65,691.5,10925357,7.55E+14,134874,1781340,0.163
19-03-2021,ADANIPORTS,EQ,679.65,677.4,691.5,657.1,688,686.25,676.77,10373422,7.02E+14,114618,1900394,0.1832
22-03-2021,ADANIPORTS,EQ,686.25,686,726.25,681,721.95,721.9,711.91,22864950,1.63E+15,314032,3097181,0.1355
23-03-2021,ADANIPORTS,EQ,721.9,730.25,755,727.1,736.75,738.55,743.33,30612174,2.28E+15,390324,3171865,0.1036
24-03-2021,ADANIPORTS,EQ,738.55,741,750.5,697.65,708.15,706.85,726.81,21213413,1.54E+15,273247,2649194,0.1249
25-03-2021,ADANIPORTS,EQ,706.85,711,712.35,683.15,687.6,688.25,695.13,16860086,1.17E+15,202143,2498300,0.1482
26-03-2021,ADANIPORTS,EQ,688.25,698,710.7,692.6,702,703.05,702.76,12350673,8.68E+14,156526,1209122,0.0979
30-03-2021,ADANIPORTS,EQ,703.05,703.05,718,697.3,710,710.55,708.62,9109505,6.46E+14,137556,1318011,0.1447
31-03-2021,ADANIPORTS,EQ,710.55,705,719.9,698.6,702.4,702.4,710.23,7752226,5.51E+14,105720,1464702,0.1889
01-04-2021,ADANIPORTS,EQ,702.4,713.5,742,705,733.55,736.25,725.68,15017049,1.09E+15,166679,2293326,0.1527
05-04-2021,ADANIPORTS,EQ,736.25,731.75,745,715,744,742.25,730.14,15622924,1.14E+15,205603,1431477,0.0916
06-04-2021,ADANIPORTS,EQ,742.25,756,852.7,743,849.85,835.55,800.35,64555516,5.17E+15,747062,4484783,0.0695
07-04-2021,ADANIPORTS,EQ,835.55,857,885,795,812.45,814.75,835.16,97717880,8.16E+15,1205984,8025095,0.0821
08-04-2021,ADANIPORTS,EQ,814.75,818,838,806,824,823,823.05,34025873,2.80E+15,403689,2295493,0.0675
09-04-2021,ADANIPORTS,EQ,823,824.75,837,817.05,822.2,823.6,827.17,21804785,1.80E+15,265700,2372060,0.1088
12-04-2021,ADANIPORTS,EQ,823.6,809.9,809.9,735,750,744.65,762.16,28112240,2.14E+15,422020,2654132,0.0944
13-04-2021,ADANIPORTS,EQ,744.65,750,755.75,701.35,733.1,731.05,723.89,52812517,3.82E+15,655274,8937704,0.1692
15-04-2021,ADANIPORTS,EQ,731.05,735.9,754.5,725,747,750.35,740.39,26108614,1.93E+15,335056,1749254,0.067
16-04-2021,ADANIPORTS,EQ,750.35,750.9,794.85,743,749.15,755.5,770.01,41791181,3.22E+15,499686,3455564,0.0827
19-04-2021,ADANIPORTS,EQ,755.5,715,730.9,707.45,719,720.95,721.84,22935238,1.66E+15,290362,3547157,0.1547
20-04-2021,ADANIPORTS,EQ,720.95,744.7,745.9,710,721,720.45,729.05,21315167,1.55E+15,243616,2001506,0.0939
22-04-2021,ADANIPORTS,EQ,720.45,689.5,744.9,689.5,736.45,737.8,727.53,26840536,1.95E+15,325317,2446278,0.0911
23-04-2021,ADANIPORTS,EQ,737.8,736.45,746.9,720.1,725.1,725.35,733.59,18435449,1.35E+15,204435,1361968,0.0739
26-04-2021,ADANIPORTS,EQ,725.35,733,739.65,728.9,729.2,730.75,733.25,9390549,6.89E+14,116457,838079,0.0892
27-04-2021,ADANIPORTS,EQ,730.75,735,757.5,727.35,748.6,749.15,747.67,20573107,1.54E+15,236896,1779639,0.0865
28-04-2021,ADANIPORTS,EQ,749.15,755,760,741.1,743.4,746.25,751.02,11156977,8.38E+14,130847,1342353,0.1203
29-04-2021,ADANIPORTS,EQ,746.25,753.2,765.85,743.4,746.4,746.75,753.06,13851910,1.04E+15,153293,1304895,0.0942
30-04-2021,ADANIPORTS,EQ,746.75,739,759.45,724.5,726.4,730.05,743.35,12600934,9.37E+14,132141,3514692,0.2789
01-01-2015,ASIANPAINT,EQ,752.3,751.1,754.5,747,749,749.15,749.98,284935,2.14E+13,13485,105929,0.3718
02-01-2015,ASIANPAINT,EQ,749.15,751.25,781.45,751.25,776.05,775.05,771.41,2080850,1.61E+14,56086,871787,0.419
05-01-2015,ASIANPAINT,EQ,775.05,779.9,787.9,772.7,774.65,775,778.57,1326999,1.03E+14,33728,743940,0.5606
06-01-2015,ASIANPAINT,EQ,775,775,783,750.4,756.15,756.5,769.79,1510720,1.16E+14,33064,602843,0.399
07-01-2015,ASIANPAINT,EQ,756.5,763.4,778.35,759.25,773.1,771.7,770.69,1427667,1.10E+14,45009,629631,0.441
08-01-2015,ASIANPAINT,EQ,771.7,783.8,822.9,778.1,821.45,820.35,804.43,2769416,2.23E+14,66151,870533,0.3143
09-01-2015,ASIANPAINT,EQ,820.35,828.45,829,804.05,810.8,812.5,813.13,1708427,1.39E+14,47902,685445,0.4012
12-01-2015,ASIANPAINT,EQ,812.5,813.05,818.4,800.2,806,807.75,809.25,1320557,1.07E+14,25809,797067,0.6036
13-01-2015,ASIANPAINT,EQ,807.75,813,842.45,812.1,835,833.85,835.42,3835281,3.20E+14,66941,2304211,0.6008
14-01-2015,ASIANPAINT,EQ,833.85,840,850,830.2,842,842.65,841.93,2320114,1.95E+14,94693,1182334,0.5096
15-01-2015,ASIANPAINT,EQ,842.65,849,850,833,838,839.35,840.36,1308063,1.10E+14,30388,731064,0.5589
16-01-2015,ASIANPAINT,EQ,839.35,844.9,859,840,843.5,843.45,849.61,1568660,1.33E+14,43857,878511,0.56
19-01-2015,ASIANPAINT,EQ,843.45,846,848,829.55,830.5,831.9,836.39,1041563,8.71E+13,37673,626047,0.6011
20-01-2015,ASIANPAINT,EQ,831.9,835,847,835,838,839.2,840.61,1314139,1.10E+14,39510,735286,0.5595
21-01-2015,ASIANPAINT,EQ,839.2,845,855.9,839.2,851,851.3,850.1,1663391,1.41E+14,60343,826313,0.4968
22-01-2015,ASIANPAINT,EQ,851.3,856.5,881.65,852.85,862,867.15,871.25,1995155,1.74E+14,58798,892966,0.4476
23-01-2015,ASIANPAINT,EQ,867.15,870.8,879.95,860.1,860.9,862.1,866.93,1531430,1.33E+14,36730,809007,0.5283
27-01-2015,ASIANPAINT,EQ,862.1,868.9,892.8,865.5,889.5,890.5,886.57,1831293,1.62E+14,51617,928140,0.5068
28-01-2015,ASIANPAINT,EQ,890.5,893.05,921,891.05,909,910.25,911.08,2895714,2.64E+14,71270,1454717,0.5024
29-01-2015,ASIANPAINT,EQ,910.25,913.8,922.5,867.2,880.25,881.3,885.6,5326269,4.72E+14,135803,2172249,0.4078
30-01-2015,ASIANPAINT,EQ,881.3,888.5,888.5,854.1,858.2,857.75,861.69,3291034,2.84E+14,110106,2269949,0.6897
02-02-2015,ASIANPAINT,EQ,857.75,850,851.1,803.5,808.95,808.1,815.11,4808585,3.92E+14,139180,3196971,0.6648
03-02-2015,ASIANPAINT,EQ,808.1,809.8,826.5,802,815.5,814.7,813.39,3048559,2.48E+14,84512,1692083,0.555
04-02-2015,ASIANPAINT,EQ,814.7,819.8,823.2,800.8,802,803.85,808.67,912365,7.38E+13,26400,403855,0.4426
05-02-2015,ASIANPAINT,EQ,803.85,812,826.4,808,810.5,810.85,819.2,1668101,1.37E+14,40647,710451,0.4259
06-02-2015,ASIANPAINT,EQ,810.85,810,815,788.8,798.05,797.65,799.87,1668283,1.33E+14,54493,911553,0.5464
09-02-2015,ASIANPAINT,EQ,797.65,790,822,783.4,804,803.65,805.6,1910672,1.54E+14,54351,868370,0.4545
10-02-2015,ASIANPAINT,EQ,803.65,801.9,829.9,799.85,825,822.2,820.96,2235687,1.84E+14,55739,1225369,0.5481
11-02-2015,ASIANPAINT,EQ,822.2,830,845,828,843,840.75,837.81,1227804,1.03E+14,34647,567854,0.4625
12-02-2015,ASIANPAINT,EQ,840.75,847,849.9,819.35,820,823.75,830.58,1974102,1.64E+14,55522,1324002,0.6707
13-02-2015,ASIANPAINT,EQ,823.75,824.35,834.95,815.05,825.45,826.75,826.21,1323475,1.09E+14,37442,625175,0.4724
16-02-2015,ASIANPAINT,EQ,826.75,834,842.5,818,834.85,834.15,830.42,1584956,1.32E+14,58392,789107,0.4979
18-02-2015,ASIANPAINT,EQ,834.15,839.1,842,819.7,821.95,821.05,826.79,1448399,1.20E+14,30769,732188,0.5055
19-02-2015,ASIANPAINT,EQ,821.05,826,838,826,832.9,834.1,832.17,1216904,1.01E+14,34270,546707,0.4493
20-02-2015,ASIANPAINT,EQ,834.1,834.25,836.1,823.2,825,825.7,829.39,699111,5.80E+13,31907,309362,0.4425
23-02-2015,ASIANPAINT,EQ,825.7,829.5,833,806.1,809.4,809.6,819.75,1434240,1.18E+14,34633,1023515,0.7136
24-02-2015,ASIANPAINT,EQ,809.6,810,813.5,798,799.9,799.55,804.35,1141027,9.18E+13,38154,611319,0.5358
25-02-2015,ASIANPAINT,EQ,799.55,805.2,816,805,813.85,813.85,810.74,1537365,1.25E+14,59203,1021909,0.6647
26-02-2015,ASIANPAINT,EQ,813.85,818.8,819.9,787.2,800.5,791.9,800.19,1600594,1.28E+14,26550,1016074,0.6348
27-02-2015,ASIANPAINT,EQ,791.9,799.1,809.1,796.1,807.05,807.15,805.02,1272026,1.02E+14,32892,753242,0.5922
28-02-2015,ASIANPAINT,EQ,807.15,812.8,821.9,801.05,819.25,818.6,811.91,858985,6.97E+13,18821,272699,0.3175
02-03-2015,ASIANPAINT,EQ,818.6,823.8,830.6,806,828.1,825.6,818.24,1383141,1.13E+14,29041,776454,0.5614
03-03-2015,ASIANPAINT,EQ,825.6,829.85,842,827.2,837.5,838.3,835.92,1617826,1.35E+14,67828,956058,0.591
04-03-2015,ASIANPAINT,EQ,838.3,844.5,848.2,832.4,835,836.8,839.17,1600601,1.34E+14,45616,954053,0.5961
05-03-2015,ASIANPAINT,EQ,836.8,837,841.55,828,833.7,833.9,834.13,694150,5.79E+13,23998,309554,0.4459
09-03-2015,ASIANPAINT,EQ,833.9,832.5,832.5,808.85,811,812.65,818.57,626456,5.13E+13,19961,349377,0.5577
10-03-2015,ASIANPAINT,EQ,812.65,813,818,802,808.15,807.95,809.61,691298,5.60E+13,26562,367574,0.5317
11-03-2015,ASIANPAINT,EQ,807.95,818,819.95,806.75,808.55,809,812.73,942306,7.66E+13,26404,444537,0.4718
12-03-2015,ASIANPAINT,EQ,809,814.8,815,805.2,807.65,808.1,808.31,979686,7.92E+13,32950,702018,0.7166
13-03-2015,ASIANPAINT,EQ,808.1,811.9,818.7,805.6,811.8,808.4,811.71,837992,6.80E+13,28674,409972,0.4892
16-03-2015,ASIANPAINT,EQ,808.4,813,835.85,809,834.2,831.85,826.76,1287189,1.06E+14,50752,517234,0.4018
17-03-2015,ASIANPAINT,EQ,831.85,839.35,841.95,823,828.15,831.4,833.07,1384999,1.15E+14,48652,679634,0.4907
18-03-2015,ASIANPAINT,EQ,831.4,835.85,835.85,810,815.2,814.2,820.84,1172762,9.63E+13,43160,692233,0.5903
19-03-2015,ASIANPAINT,EQ,814.2,824,847.85,821.7,835.2,834.8,837.63,2037801,1.71E+14,61153,1059388,0.5199
20-03-2015,ASIANPAINT,EQ,834.8,836,837,805.6,811,809.95,815.43,1245311,1.02E+14,48452,654990,0.526
23-03-2015,ASIANPAINT,EQ,809.95,816,816,805.5,809.5,811.6,811.76,759196,6.16E+13,26353,415568,0.5474
24-03-2015,ASIANPAINT,EQ,811.6,809.65,819.5,807.6,815,813.3,814.66,755974,6.16E+13,32264,409914,0.5422
25-03-2015,ASIANPAINT,EQ,813.3,813.8,817.35,802.5,808.9,808.5,808.24,834390,6.74E+13,30411,385020,0.4614
26-03-2015,ASIANPAINT,EQ,808.5,803,815.9,788,798.9,793.1,799.59,1516627,1.21E+14,40325,987840,0.6513
27-03-2015,ASIANPAINT,EQ,793.1,793,793,768.1,780.15,778.15,777.31,1557785,1.21E+14,55216,848510,0.5447
30-03-2015,ASIANPAINT,EQ,778.15,780.1,809.75,780.05,808,807.45,799.87,847421,6.78E+13,23591,320730,0.3785
31-03-2015,ASIANPAINT,EQ,807.45,807.9,817,802.05,805.9,811.3,812.04,947718,7.70E+13,45706,503273,0.531
01-04-2015,ASIANPAINT,EQ,811.3,810,825.9,803.5,820.25,821.7,820.25,898480,7.37E+13,33808,418992,0.4663
06-04-2015,ASIANPAINT,EQ,821.7,829,831.4,819,824.1,824.5,824.92,687263,5.67E+13,31838,338147,0.492
07-04-2015,ASIANPAINT,EQ,824.5,824.35,838.8,821,838.25,835.2,830.5,769528,6.39E+13,31215,292978,0.3807
08-04-2015,ASIANPAINT,EQ,835.2,841,854,840,848,846.85,848.07,982733,8.33E+13,35668,372709,0.3793
09-04-2015,ASIANPAINT,EQ,846.85,855,856,841,853.7,853.15,849.68,1019655,8.66E+13,35094,512664,0.5028
10-04-2015,ASIANPAINT,EQ,853.15,853,861.7,843.2,856.2,859.45,852.78,802074,6.84E+13,35175,314136,0.3917
13-04-2015,ASIANPAINT,EQ,859.45,860,865.55,852.4,858,862.05,861.32,805167,6.94E+13,38011,398585,0.495
15-04-2015,ASIANPAINT,EQ,862.05,861.65,863,835,840,839.05,850.65,1279621,1.09E+14,39701,739494,0.5779
16-04-2015,ASIANPAINT,EQ,839.05,835,836.85,810.6,821.2,822.25,821.64,1366075,1.12E+14,51741,732905,0.5365
17-04-2015,ASIANPAINT,EQ,822.25,822.25,829.6,815,815.55,816.8,820.4,685338,5.62E+13,29214,290541,0.4239
20-04-2015,ASIANPAINT,EQ,816.8,818,819.3,800,807.2,808.95,805.35,920198,7.41E+13,26342,506558,0.5505
21-04-2015,ASIANPAINT,EQ,808.95,813.45,816.9,792,796.5,796.5,805.03,652649,5.25E+13,32908,314465,0.4818
22-04-2015,ASIANPAINT,EQ,796.5,800,806,769.2,788.1,785.45,785.74,1779318,1.40E+14,50760,1092324,0.6139
23-04-2015,ASIANPAINT,EQ,785.45,793.1,810,785,789,786.4,794.26,1275295,1.01E+14,50757,598715,0.4695
24-04-2015,ASIANPAINT,EQ,786.4,792.5,792.5,765.05,772.5,771.35,776.01,1123939,8.72E+13,47930,539366,0.4799
27-04-2015,ASIANPAINT,EQ,771.35,775,775,740.55,742.7,744.8,749.87,1625216,1.22E+14,48753,957395,0.5891
28-04-2015,ASIANPAINT,EQ,744.8,741.95,768.65,730,763.1,765.45,749.4,2052761,1.54E+14,64549,1226032,0.5973
29-04-2015,ASIANPAINT,EQ,765.45,763.1,763.1,750,756.5,754.4,755.93,1445757,1.09E+14,58936,846182,0.5853
30-04-2015,ASIANPAINT,EQ,754.4,749.3,770.85,747.2,765.05,762.45,760.48,2260678,1.72E+14,57152,1416591,0.6266
04-05-2015,ASIANPAINT,EQ,762.45,769.85,781.5,764,780,779.4,775.84,1071772,8.32E+13,30328,649107,0.6056
05-05-2015,ASIANPAINT,EQ,779.4,780,784.85,768.65,783,781.4,776.67,952716,7.40E+13,26536,532775,0.5592
06-05-2015,ASIANPAINT,EQ,781.4,779,779,750.15,756,760.85,761.48,1616619,1.23E+14,37587,1005510,0.622
07-05-2015,ASIANPAINT,EQ,760.85,753.3,773.45,734.85,762.4,765.75,756.55,1718402,1.30E+14,44700,779989,0.4539
08-05-2015,ASIANPAINT,EQ,765.75,773,774.4,752.75,759.7,759.4,759.72,1127201,8.56E+13,51416,605696,0.5373
11-05-2015,ASIANPAINT,EQ,759.4,768,776.2,751.9,770.25,771.65,766.72,976348,7.49E+13,27665,484672,0.4964
12-05-2015,ASIANPAINT,EQ,771.65,772.8,772.85,754,758.8,758.35,759.47,1137027,8.64E+13,36433,712398,0.6265
13-05-2015,ASIANPAINT,EQ,758.35,759.05,775,759,761.1,762.5,766.5,839420,6.43E+13,39585,364716,0.4345
14-05-2015,ASIANPAINT,EQ,762.5,762,803,755,794.95,796.45,786.37,1975784,1.55E+14,52007,814081,0.412
15-05-2015,ASIANPAINT,EQ,796.45,802,818,785,788.9,790.3,797.83,1503598,1.20E+14,50061,607136,0.4038
18-05-2015,ASIANPAINT,EQ,790.3,796.85,818,762,764.6,766.75,790.41,6759860,5.34E+14,140108,1717157,0.254
19-05-2015,ASIANPAINT,EQ,766.75,758,779.3,750,775.2,774.75,767.65,3903935,3.00E+14,101905,1121765,0.2873
20-05-2015,ASIANPAINT,EQ,774.75,775.65,777.95,764.15,771.95,771.2,770.1,1793967,1.38E+14,44576,922506,0.5142
21-05-2015,ASIANPAINT,EQ,771.2,770,779.8,766.05,775.7,777.2,774.02,1678041,1.30E+14,62113,1017823,0.6066
22-05-2015,ASIANPAINT,EQ,777.2,775,779.8,771.2,775,775.4,775.36,1039136,8.06E+13,45059,678693,0.6531
25-05-2015,ASIANPAINT,EQ,775.4,775.95,778.75,754.4,762.5,761.9,762.49,1282826,9.78E+13,32720,684456,0.5336
26-05-2015,ASIANPAINT,EQ,761.9,762.1,769,755.55,764.1,763.5,763.25,906103,6.92E+13,37927,518332,0.572
27-05-2015,ASIANPAINT,EQ,763.5,762,762.05,754.4,760,759.25,758.61,792609,6.01E+13,29646,470758,0.5939
28-05-2015,ASIANPAINT,EQ,759.25,760.15,771,758.5,767,767.35,766.23,1051538,8.06E+13,32887,600927,0.5715
29-05-2015,ASIANPAINT,EQ,767.35,768.5,795,768,790.5,787.05,787.28,2583950,2.03E+14,62937,1542595,0.597
01-06-2015,ASIANPAINT,EQ,787.05,787.8,794.7,786.3,787.6,789.75,790.7,713447,5.64E+13,27827,341407,0.4785
02-06-2015,ASIANPAINT,EQ,789.75,789.1,794.3,756,756.6,759.2,771.81,1014316,7.83E+13,46237,563533,0.5556
03-06-2015,ASIANPAINT,EQ,759.2,763,767,750,764.2,762.7,758.62,867736,6.58E+13,28688,412844,0.4758
04-06-2015,ASIANPAINT,EQ,762.7,763.9,766,751.8,760.5,759.6,756.84,820596,6.21E+13,23036,422411,0.5148
05-06-2015,ASIANPAINT,EQ,759.6,759,765.6,752,758,758.8,758.29,830300,6.30E+13,25162,471065,0.5673
08-06-2015,ASIANPAINT,EQ,758.8,759,760,745,748,748,748.91,795683,5.96E+13,22489,426352,0.5358
09-06-2015,ASIANPAINT,EQ,748,744.8,751.2,730,731.95,735.7,739.07,998511,7.38E+13,40062,560601,0.5614
10-06-2015,ASIANPAINT,EQ,735.7,736,745.1,734.6,737.95,739.15,740.28,803748,5.95E+13,31417,381576,0.4747
11-06-2015,ASIANPAINT,EQ,739.15,739.2,743.7,702.5,709,708.4,719.3,1453089,1.05E+14,51186,693401,0.4772
12-06-2015,ASIANPAINT,EQ,708.4,709,722.8,702,707,705.65,711.85,1168519,8.32E+13,35211,501498,0.4292
15-06-2015,ASIANPAINT,EQ,705.65,714.75,719.4,696.4,697,698.55,704.87,1244078,8.77E+13,35549,578025,0.4646
16-06-2015,ASIANPAINT,EQ,698.55,700.95,706,693,705,704.95,697.7,2765685,1.93E+14,32046,2177561,0.7873
17-06-2015,ASIANPAINT,EQ,704.95,708,719.2,705,711.5,710.65,711.57,2215497,1.58E+14,38116,1438003,0.6491
18-06-2015,ASIANPAINT,EQ,710.65,718.95,734.35,718.95,727.5,728.95,728.19,1908157,1.39E+14,52891,990647,0.5192
19-06-2015,ASIANPAINT,EQ,728.95,733.8,744.9,729.75,740.5,740,739.79,1783890,1.32E+14,74341,1099026,0.6161
22-06-2015,ASIANPAINT,EQ,740,744.65,751.55,732.5,747.45,747.7,742.84,1350579,1.00E+14,35455,722913,0.5353
23-06-2015,ASIANPAINT,EQ,747.7,750,760,741.65,753.6,756.5,753.73,980083,7.39E+13,24105,544955,0.556
24-06-2015,ASIANPAINT,EQ,756.5,751.9,759.8,739.2,750.5,753.65,749.39,2982650,2.24E+14,72432,1853369,0.6214
25-06-2015,ASIANPAINT,EQ,753.65,753,759.8,745.1,750.6,750.2,753,1858338,1.40E+14,37067,1312702,0.7064
26-06-2015,ASIANPAINT,EQ,750.2,744.1,754.9,743.8,751,750.25,750.49,764357,5.74E+13,20271,364587,0.477
29-06-2015,ASIANPAINT,EQ,750.25,743,743,727.5,736.6,736.7,736.15,1100309,8.10E+13,40906,612446,0.5566
30-06-2015,ASIANPAINT,EQ,736.7,737,759.5,737,758,755.35,749.45,1348105,1.01E+14,37263,722974,0.5363
01-07-2015,ASIANPAINT,EQ,755.35,757.45,765.6,755.1,762.5,760.8,762.08,1025215,7.81E+13,46163,514579,0.5019
02-07-2015,ASIANPAINT,EQ,760.8,763.1,772.5,761.1,762.3,762.9,766.98,973819,7.47E+13,30555,535914,0.5503
03-07-2015,ASIANPAINT,EQ,762.9,762,778.4,758.4,767,772.7,772.38,1068877,8.26E+13,55113,459432,0.4298
06-07-2015,ASIANPAINT,EQ,772.7,765,786.15,762,786,783.55,777.03,652931,5.07E+13,18583,200336,0.3068
07-07-2015,ASIANPAINT,EQ,783.55,793,827.9,790.05,827,824.6,814.14,2464459,2.01E+14,76385,1068418,0.4335
08-07-2015,ASIANPAINT,EQ,824.6,819.8,835,797.35,798.9,802.25,815.5,1933525,1.58E+14,53605,713337,0.3689
09-07-2015,ASIANPAINT,EQ,802.25,810,814.9,795,797.65,796.95,803.79,613555,4.93E+13,22036,197872,0.3225
10-07-2015,ASIANPAINT,EQ,796.95,806,806,781.7,793.85,795.3,791.48,1027281,8.13E+13,66472,457904,0.4457
13-07-2015,ASIANPAINT,EQ,795.3,805.2,821.2,803.3,819,817.65,815.45,1275702,1.04E+14,40912,375348,0.2942
14-07-2015,ASIANPAINT,EQ,817.65,823,827.8,810.3,823,822.7,821.59,780973,6.42E+13,20865,155643,0.1993
15-07-2015,ASIANPAINT,EQ,822.7,826.5,840.5,823.25,837.25,837.85,833.55,1095558,9.13E+13,39750,578157,0.5277
16-07-2015,ASIANPAINT,EQ,837.85,853,854.3,843.3,848,848.05,848.39,1169553,9.92E+13,39408,545977,0.4668
17-07-2015,ASIANPAINT,EQ,848.05,851.8,852.4,823.75,824.8,825.4,831.65,1089597,9.06E+13,50418,594824,0.5459
20-07-2015,ASIANPAINT,EQ,825.4,830,855.95,827.25,851.15,852.3,844.38,1437246,1.21E+14,42942,578887,0.4028
21-07-2015,ASIANPAINT,EQ,852.3,853,869.7,811.1,814.95,816.05,841.26,4611552,3.88E+14,108141,1086734,0.2357
22-07-2015,ASIANPAINT,EQ,816.05,820,845,820,841.5,843.3,835.37,2035530,1.70E+14,72424,774795,0.3806
23-07-2015,ASIANPAINT,EQ,843.3,846,851.8,836.1,846.85,846.5,846.11,1188579,1.01E+14,39095,527685,0.444
24-07-2015,ASIANPAINT,EQ,846.5,852,856,845,851.95,849,851.87,1132540,9.65E+13,33564,603916,0.5332
27-07-2015,ASIANPAINT,EQ,849,847,859.6,836,850.55,853.15,852.61,1153262,9.83E+13,41332,540469,0.4686
28-07-2015,ASIANPAINT,EQ,853.15,857,858.2,825,828.15,835.15,841.82,1009835,8.50E+13,37159,538865,0.5336
29-07-2015,ASIANPAINT,EQ,835.15,834.4,852.8,826.25,848,846.85,838.7,1010065,8.47E+13,26350,517428,0.5123
30-07-2015,ASIANPAINT,EQ,846.85,848,866.45,847.5,861,857.55,857.69,1318726,1.13E+14,37390,648799,0.492
31-07-2015,ASIANPAINT,EQ,857.55,864.5,885,855.15,883,882.8,875.32,1842105,1.61E+14,51291,1014459,0.5507
03-08-2015,ASIANPAINT,EQ,882.8,880,888,875,876.5,877.5,881.07,763822,6.73E+13,32782,376627,0.4931
04-08-2015,ASIANPAINT,EQ,877.5,884,908.85,878.15,904,905.7,898.19,2178289,1.96E+14,68648,1194617,0.5484
05-08-2015,ASIANPAINT,EQ,905.7,905,926.8,885.75,921.9,923.3,906.15,2003128,1.82E+14,56729,961849,0.4802
06-08-2015,ASIANPAINT,EQ,923.3,920,924.5,910.1,912.25,916.1,916.56,923303,8.46E+13,37968,343207,0.3717
07-08-2015,ASIANPAINT,EQ,916.1,911,924.4,895.2,902,898.65,910.15,1416068,1.29E+14,32550,809777,0.5718
10-08-2015,ASIANPAINT,EQ,898.65,903.5,916.25,895.4,903,902.15,907.66,732357,6.65E+13,29864,234071,0.3196
11-08-2015,ASIANPAINT,EQ,902.15,905,906.95,881,884.85,883.4,888.07,1091087,9.69E+13,29530,663424,0.608
12-08-2015,ASIANPAINT,EQ,883.4,890,895.5,867,871.5,871.35,880.24,721554,6.35E+13,30293,256554,0.3556
13-08-2015,ASIANPAINT,EQ,871.35,872.15,886.95,862.35,877.45,874.35,874.74,1251179,1.09E+14,35074,727965,0.5818
14-08-2015,ASIANPAINT,EQ,874.35,880,900,879.55,897.95,895.25,894.7,880842,7.88E+13,39105,324930,0.3689
17-08-2015,ASIANPAINT,EQ,895.25,903.5,907.25,895,899,900.05,901.03,577133,5.20E+13,23096,161495,0.2798
18-08-2015,ASIANPAINT,EQ,900.05,906.95,914.9,891.9,897.4,901.35,904.78,622790,5.63E+13,21499,158641,0.2547
19-08-2015,ASIANPAINT,EQ,901.35,898.5,902.6,881.6,897.95,899.75,894.46,618923,5.54E+13,24363,251430,0.4062
20-08-2015,ASIANPAINT,EQ,899.75,905,914.25,879.55,883,883.2,901.93,1404599,1.27E+14,32347,653601,0.4653
21-08-2015,ASIANPAINT,EQ,883.2,875,893,864,884,886.75,875.4,905933,7.93E+13,23352,415024,0.4581
24-08-2015,ASIANPAINT,EQ,886.75,858,877.2,825.5,842.1,837.5,851.4,1176140,1.00E+14,34116,491742,0.4181
25-08-2015,ASIANPAINT,EQ,837.5,850,866,811.75,856.4,852.15,845.12,1329631,1.12E+14,48576,516931,0.3888
26-08-2015,ASIANPAINT,EQ,852.15,851,868.1,847,849.25,851.9,856.59,1265081,1.08E+14,42896,567868,0.4489
