Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
17-04-2015,AXISBANK,EQ,550.8,550,550.35,531.8,534.3,533.7,540.34,6618167,3.58E+14,98968,3082818,0.4658
20-04-2015,AXISBANK,EQ,533.7,534.1,538.25,507,521.2,518.25,525.97,7836613,4.12E+14,137399,3332371,0.4252
21-04-2015,AXISBANK,EQ,518.25,518.25,532.7,516.55,523.2,523.2,526.4,7204472,3.79E+14,101831,3085361,0.4283
22-04-2015,AXISBANK,EQ,523.2,526.95,545,520.3,541.95,540.1,531,6947536,3.69E+14,97145,2120895,0.3053
23-04-2015,AXISBANK,EQ,540.1,543.25,548.7,535.55,537.1,538.2,541.43,5464184,2.96E+14,76942,1260086,0.2306
24-04-2015,AXISBANK,EQ,538.2,538,538.25,519.9,524.15,527.25,526.1,6533254,3.44E+14,95375,2769825,0.424
27-04-2015,AXISBANK,EQ,527.25,529.4,540.75,522.35,524,524.2,529.73,7839080,4.15E+14,105174,3421580,0.4365
28-04-2015,AXISBANK,EQ,524.2,523.9,539.45,519.1,533.15,535,532.77,6322607,3.37E+14,117268,2310809,0.3655
29-04-2015,AXISBANK,EQ,535,535.9,559.9,535.25,558.55,551.95,548.7,9301407,5.10E+14,132330,2121652,0.2281
30-04-2015,AXISBANK,EQ,551.95,563.3,582.4,559,570,567.8,571.5,15658642,8.95E+14,197905,4339884,0.2772
04-05-2015,AXISBANK,EQ,567.8,571.4,576,562.8,568,568.35,568.99,4309985,2.45E+14,59094,1192217,0.2766
05-05-2015,AXISBANK,EQ,568.35,569,574.25,562.5,564.6,565.85,567.85,5385676,3.06E+14,75860,1941640,0.3605
06-05-2015,AXISBANK,EQ,565.85,564.05,565.9,541.2,543,543.3,548.71,7698992,4.22E+14,103212,3400999,0.4417
07-05-2015,AXISBANK,EQ,543.3,539.65,544.8,523.3,526.1,527.35,534.35,5848608,3.13E+14,89094,1806208,0.3088
08-05-2015,AXISBANK,EQ,527.35,535.75,548,533.5,539.8,540.8,539.81,10010992,5.40E+14,105258,5957763,0.5951
11-05-2015,AXISBANK,EQ,540.8,545.5,552,543.1,550.4,551.1,549.41,6700085,3.68E+14,74400,3697172,0.5518
12-05-2015,AXISBANK,EQ,551.1,553,553.9,529.9,531.1,532.35,538.28,4943428,2.66E+14,98418,1956475,0.3958
13-05-2015,AXISBANK,EQ,532.35,538,564.2,535.2,558.85,558.5,551.22,7971625,4.39E+14,115085,1733116,0.2174
14-05-2015,AXISBANK,EQ,558.5,557.4,558.8,547.5,555.3,555.85,554.85,4929250,2.74E+14,80570,1380399,0.28
15-05-2015,AXISBANK,EQ,555.85,558.5,567.3,557,561.6,562.05,563.66,5825462,3.28E+14,88239,2462755,0.4228
18-05-2015,AXISBANK,EQ,562.05,563.3,569.85,558.65,568,567.5,564.16,3944770,2.23E+14,69623,1540148,0.3904
19-05-2015,AXISBANK,EQ,567.5,566,570.9,558.6,560.45,561.45,565.63,6047850,3.42E+14,86873,2663489,0.4404
20-05-2015,AXISBANK,EQ,561.45,562.75,566.85,556.5,558.3,558.25,561.5,4763209,2.67E+14,71413,2194683,0.4608
21-05-2015,AXISBANK,EQ,558.25,560,572,560,569.55,570.45,566.83,6157883,3.49E+14,71124,2257268,0.3666
22-05-2015,AXISBANK,EQ,570.45,571.3,576.65,563.75,567,568.65,573.14,4265332,2.44E+14,62622,1726996,0.4049
25-05-2015,AXISBANK,EQ,568.65,568.1,569.75,560.2,561.95,562.1,565.32,3426379,1.94E+14,41913,1647699,0.4809
26-05-2015,AXISBANK,EQ,562.1,563,566.8,558.2,566,564.25,563.33,2475418,1.39E+14,37898,806196,0.3257
27-05-2015,AXISBANK,EQ,564.25,562,579.5,561.25,577.1,577.8,574.18,4120709,2.37E+14,75404,1256307,0.3049
28-05-2015,AXISBANK,EQ,577.8,578.95,585.8,570.4,576.4,574.65,576.83,8272414,4.77E+14,80535,3954488,0.478
29-05-2015,AXISBANK,EQ,574.65,575.5,587.3,574.7,585.3,585.4,581.8,3421723,1.99E+14,50575,1195016,0.3492
01-06-2015,AXISBANK,EQ,585.4,586.9,588.9,577.1,578.6,578.45,582,3142413,1.83E+14,41157,1351235,0.43
02-06-2015,AXISBANK,EQ,578.45,582,582.4,548.4,552.75,553.1,565.24,6978299,3.94E+14,92403,2676307,0.3835
03-06-2015,AXISBANK,EQ,553.1,553.25,554,538.55,552.1,550.9,545.61,5114150,2.79E+14,67059,1863318,0.3643
04-06-2015,AXISBANK,EQ,550.9,560,560,546,556.25,556.4,554.98,7432416,4.12E+14,129896,3789817,0.5099
05-06-2015,AXISBANK,EQ,556.4,556,557.25,546.05,546.6,548.4,552.15,7028734,3.88E+14,117244,4167263,0.5929
08-06-2015,AXISBANK,EQ,548.4,547,557.5,544,552.75,553.6,552.19,6286247,3.47E+14,104460,3521694,0.5602
09-06-2015,AXISBANK,EQ,553.6,552.05,564,550.45,557.1,558.7,559.08,5252618,2.94E+14,213532,2597664,0.4945
10-06-2015,AXISBANK,EQ,558.7,558.9,567.7,558.85,564.5,564.5,563.93,7919473,4.47E+14,71550,5153387,0.6507
11-06-2015,AXISBANK,EQ,564.5,567.9,570.2,545.05,546,546.75,556.63,7608358,4.24E+14,98644,4618983,0.6071
12-06-2015,AXISBANK,EQ,546.75,547,552.5,540.8,551.9,551.45,547.37,5518696,3.02E+14,117105,2725659,0.4939
15-06-2015,AXISBANK,EQ,551.45,553.9,555,545.35,550,550.05,549.75,5896234,3.24E+14,100677,3425989,0.581
16-06-2015,AXISBANK,EQ,550.05,550,553.95,540.05,553.9,551.15,546.82,6283177,3.44E+14,134074,3434987,0.5467
17-06-2015,AXISBANK,EQ,551.15,553.1,557.4,547.6,549.15,549.25,551.54,4522392,2.49E+14,88960,2221349,0.4912
18-06-2015,AXISBANK,EQ,549.25,551.7,554.8,547.4,551,550.05,551.22,5579425,3.08E+14,113560,2907432,0.5211
19-06-2015,AXISBANK,EQ,550.05,554,555.4,548.25,554.05,551.55,551.45,6783585,3.74E+14,78175,4503887,0.6639
22-06-2015,AXISBANK,EQ,551.55,556.55,575.9,556.55,572,572.15,569.17,7325101,4.17E+14,141065,3365117,0.4594
23-06-2015,AXISBANK,EQ,572.15,575.6,579.5,566.3,571,571.3,573.24,6608481,3.79E+14,146516,3314939,0.5016
24-06-2015,AXISBANK,EQ,571.3,572,577.4,567.2,569.25,571.5,573.34,5427984,3.11E+14,119192,3177333,0.5854
25-06-2015,AXISBANK,EQ,571.5,568.1,577.9,567.05,570,570.05,570.87,5953158,3.40E+14,67952,3430118,0.5762
26-06-2015,AXISBANK,EQ,570.05,568.1,569.7,560,565.8,565.5,565.08,4432487,2.50E+14,123660,2115324,0.4772
29-06-2015,AXISBANK,EQ,565.5,554,567.3,546,565.95,562.7,556.74,5390158,3.00E+14,98623,2470450,0.4583
30-06-2015,AXISBANK,EQ,562.7,561.05,566,553,558,558.95,557.95,5479844,3.06E+14,113888,2838356,0.518
01-07-2015,AXISBANK,EQ,558.95,558.8,580.5,556.85,579.65,578.65,568.85,7663185,4.36E+14,130244,3796295,0.4954
02-07-2015,AXISBANK,EQ,578.65,580.1,586.65,576.1,583.5,584,581.85,9886455,5.75E+14,127870,5992178,0.6061
03-07-2015,AXISBANK,EQ,584,581.85,588.5,581,586.9,585.95,584.97,4422432,2.59E+14,75546,1999737,0.4522
06-07-2015,AXISBANK,EQ,585.95,575.5,585.8,573.5,585.4,584.2,580.82,4973984,2.89E+14,88420,2232311,0.4488
07-07-2015,AXISBANK,EQ,584.2,585.3,590.75,581.35,586.7,586.2,586.89,4969526,2.92E+14,128256,2884109,0.5804
08-07-2015,AXISBANK,EQ,586.2,578,585,574.9,576.1,576.65,579.65,6414143,3.72E+14,131853,3471744,0.5413
09-07-2015,AXISBANK,EQ,576.65,575.85,577.4,566.4,572.65,571.7,572.13,3602432,2.06E+14,67183,1594984,0.4428
10-07-2015,AXISBANK,EQ,571.7,574.2,583,570.8,575.35,578.1,575.51,6853759,3.94E+14,101248,4691874,0.6846
13-07-2015,AXISBANK,EQ,578.1,578.1,583.45,570.15,582.3,581.95,578.96,5161182,2.99E+14,70120,2744895,0.5318
14-07-2015,AXISBANK,EQ,581.95,582.6,587.65,578.9,582.7,583.9,583.72,4566647,2.67E+14,60309,2378931,0.5209
15-07-2015,AXISBANK,EQ,583.9,584.55,589.45,581.5,584.55,584,586.11,3307716,1.94E+14,74655,1555651,0.4703
16-07-2015,AXISBANK,EQ,584,587.4,613.45,587,608.3,608.65,604.5,14142842,8.55E+14,214981,6787455,0.4799
17-07-2015,AXISBANK,EQ,608.65,604.5,609.9,598.5,601,602.1,604.5,5847889,3.54E+14,101973,2004433,0.3428
20-07-2015,AXISBANK,EQ,602.1,600,603.4,590.3,599.85,599.9,596.31,4688323,2.80E+14,91933,1610530,0.3435
21-07-2015,AXISBANK,EQ,599.9,596.6,601,582.75,584.8,584.65,592.53,4375934,2.59E+14,91540,1839434,0.4204
22-07-2015,AXISBANK,EQ,584.65,582.85,593.5,579,589.5,589.85,587.74,5900119,3.47E+14,125082,3360198,0.5695
23-07-2015,AXISBANK,EQ,589.85,590,598.55,581.4,582.8,583.75,588.9,5569255,3.28E+14,101805,2454253,0.4407
24-07-2015,AXISBANK,EQ,583.75,587.65,593.75,575.1,581.2,580.45,584.5,13673495,7.99E+14,231050,5391383,0.3943
27-07-2015,AXISBANK,EQ,580.45,577.5,579.45,553.75,555.95,555.8,563.16,9829067,5.54E+14,172835,5606559,0.5704
28-07-2015,AXISBANK,EQ,555.8,558.6,564,550.45,560.9,561.25,557.44,8129213,4.53E+14,141368,3855781,0.4743
29-07-2015,AXISBANK,EQ,561.25,563.3,568.15,562,565.75,567.2,565.91,4635380,2.62E+14,72142,2647431,0.5711
30-07-2015,AXISBANK,EQ,567.2,571.4,575.75,563.1,567.8,565.7,570.2,6484751,3.70E+14,111096,3895290,0.6007
31-07-2015,AXISBANK,EQ,565.7,567.7,579.3,567,574.9,573.5,573.89,6283549,3.61E+14,88364,3788222,0.6029
03-08-2015,AXISBANK,EQ,573.5,576,582.7,573.4,575,576.7,578.66,4355574,2.52E+14,88474,2386175,0.5478
04-08-2015,AXISBANK,EQ,576.7,578.9,584.45,571.65,580.3,580.1,577.96,5903968,3.41E+14,104461,2946537,0.4991
05-08-2015,AXISBANK,EQ,580.1,582,589.5,576.5,580.55,580.4,582.49,3419273,1.99E+14,62697,1738112,0.5083
06-08-2015,AXISBANK,EQ,580.4,580,586.5,578.95,584.45,584.75,583.2,3125993,1.82E+14,47144,1658558,0.5306
07-08-2015,AXISBANK,EQ,584.75,584.9,584.9,576,581.4,580.3,580.32,2298504,1.33E+14,43381,1182484,0.5145
10-08-2015,AXISBANK,EQ,580.3,582.75,584.7,570.75,571,575.9,580.96,2402572,1.40E+14,53290,1324802,0.5514
11-08-2015,AXISBANK,EQ,575.9,577.7,580.85,566.35,572.1,571.25,574.91,3168648,1.82E+14,64870,1537417,0.4852
12-08-2015,AXISBANK,EQ,571.25,569.4,569.8,556,559.25,557.85,562.3,4787034,2.69E+14,81246,2923849,0.6108
13-08-2015,AXISBANK,EQ,557.85,563.5,571.45,560,570.7,567.55,566.34,5982710,3.39E+14,79674,3701277,0.6187
14-08-2015,AXISBANK,EQ,567.55,565.15,574.25,554.85,571.75,570,564.15,7528941,4.25E+14,135436,3552233,0.4718
17-08-2015,AXISBANK,EQ,570,569.75,571.75,560.05,561,561.4,563.16,4466163,2.52E+14,65979,2493735,0.5584
18-08-2015,AXISBANK,EQ,561.4,567,567.25,555.5,562.35,561.35,561.32,2952439,1.66E+14,59468,1116283,0.3781
19-08-2015,AXISBANK,EQ,561.35,560.9,561.75,552.8,556,554,556.64,4135059,2.30E+14,78620,2390292,0.5781
20-08-2015,AXISBANK,EQ,554,550,553,529.5,535.4,533.4,539.76,8909772,4.81E+14,176265,5674790,0.6369
21-08-2015,AXISBANK,EQ,533.4,527,528.9,514.3,524.25,525.3,523.05,10454764,5.47E+14,190765,6321088,0.6046
24-08-2015,AXISBANK,EQ,525.3,506.7,506.7,475.1,478.9,482.05,492,17627734,8.67E+14,261325,10914083,0.6191
25-08-2015,AXISBANK,EQ,482.05,489,506.25,483.5,505.8,502.95,494.09,14248966,7.04E+14,235072,8081747,0.5672
26-08-2015,AXISBANK,EQ,502.95,499.5,501.9,488.65,496,495.6,496.45,6910566,3.43E+14,143566,3294986,0.4768
27-08-2015,AXISBANK,EQ,495.6,505.7,512,496.45,510.95,509.25,505.06,11302689,5.71E+14,163249,7085563,0.6269
28-08-2015,AXISBANK,EQ,509.25,516,528.9,502.25,509.6,508.15,517.74,10015309,5.19E+14,165279,5096509,0.5089
31-08-2015,AXISBANK,EQ,508.15,506.7,517.9,502,507.9,507.75,510.56,6111825,3.12E+14,115154,2913398,0.4767
01-09-2015,AXISBANK,EQ,507.75,500,501,477.15,481,480.1,487.36,8843551,4.31E+14,138063,4411262,0.4988
02-09-2015,AXISBANK,EQ,480.1,483.05,488,464.6,468.8,466.6,471.42,11537443,5.44E+14,206278,5616672,0.4868
03-09-2015,AXISBANK,EQ,466.6,471,489.5,468.75,485.95,486.9,480.11,8651466,4.15E+14,145295,3905766,0.4515
04-09-2015,AXISBANK,EQ,486.9,483.1,483.4,462.5,468.4,468,468.62,8969600,4.20E+14,138549,3854691,0.4298
07-09-2015,AXISBANK,EQ,468,469.65,472.2,446.75,451.5,449.85,459.29,9743637,4.48E+14,173734,4267887,0.438
08-09-2015,AXISBANK,EQ,449.85,452.25,475.6,450,474.5,473.9,463.54,12602488,5.84E+14,184082,4558404,0.3617
09-09-2015,AXISBANK,EQ,473.9,484.2,495,475.1,485.2,486.25,485.85,11672474,5.67E+14,169976,5112782,0.438
10-09-2015,AXISBANK,EQ,486.25,477.8,487,472.1,486.1,482.6,479.66,8384392,4.02E+14,136244,3445388,0.4109
11-09-2015,AXISBANK,EQ,482.6,488,493.7,474.6,480.8,481.25,484.27,7212180,3.49E+14,143253,2484963,0.3446
14-09-2015,AXISBANK,EQ,481.25,480,498,479.25,495.95,496.2,491.47,5537347,2.72E+14,86196,1699413,0.3069
15-09-2015,AXISBANK,EQ,496.2,497.1,498.5,480.85,481.9,482.75,488.35,9567400,4.67E+14,175905,5331674,0.5573
16-09-2015,AXISBANK,EQ,482.75,487.45,497,486,494.55,494.25,492.26,7293528,3.59E+14,117862,3084202,0.4229
18-09-2015,AXISBANK,EQ,494.25,500,520.4,500,519.6,517.45,515.78,18814281,9.70E+14,193889,11274510,0.5993
21-09-2015,AXISBANK,EQ,517.45,510.55,530,508.75,529.8,528,521.63,7516002,3.92E+14,104839,2066444,0.2749
22-09-2015,AXISBANK,EQ,528,531,534.7,505.2,506.5,509.7,520.85,7358434,3.83E+14,98908,2143066,0.2912
23-09-2015,AXISBANK,EQ,509.7,498.75,514.85,497.1,513.35,511.7,506.97,7602683,3.85E+14,114140,1937149,0.2548
24-09-2015,AXISBANK,EQ,511.7,510,518.2,506.2,513.8,513.95,512.54,6911468,3.54E+14,101972,2667344,0.3859
28-09-2015,AXISBANK,EQ,513.95,514.5,522,505,507.6,506.7,514.72,6526803,3.36E+14,97519,2373345,0.3636
29-09-2015,AXISBANK,EQ,506.7,499.9,513.5,485,503.65,504.5,502.62,19935063,1.00E+15,239887,7989088,0.4008
30-09-2015,AXISBANK,EQ,504.5,508.8,510,491.5,497.8,495.65,497.82,12199436,6.07E+14,190110,5446994,0.4465
01-10-2015,AXISBANK,EQ,495.65,500,503.45,490.9,495.3,496.25,496.64,8137042,4.04E+14,112432,2625958,0.3227
05-10-2015,AXISBANK,EQ,496.25,504.5,514.9,501.55,513.3,513.25,509.1,9558125,4.87E+14,136950,5026010,0.5258
06-10-2015,AXISBANK,EQ,513.25,517.35,518.55,505,506.65,506.4,511.53,8226452,4.21E+14,102137,3643832,0.4429
07-10-2015,AXISBANK,EQ,506.4,503.25,509.8,495,498.4,496.8,501.87,11251639,5.65E+14,132063,6146637,0.5463
08-10-2015,AXISBANK,EQ,496.8,500,500.45,484.2,492.15,491.5,490.37,9941551,4.88E+14,157504,4932637,0.4962
09-10-2015,AXISBANK,EQ,491.5,495,499.25,486.75,489.6,490.45,493.32,10368020,5.11E+14,166296,5454089,0.526
12-10-2015,AXISBANK,EQ,490.45,497.8,497.8,485.1,487.2,487.05,491.34,5566595,2.74E+14,108293,2589344,0.4652
13-10-2015,AXISBANK,EQ,487.05,487,492.1,485,490.65,490.9,489.43,7268043,3.56E+14,90666,3539284,0.487
14-10-2015,AXISBANK,EQ,490.9,489.7,496.8,488.05,496,495.5,494.44,5645540,2.79E+14,65935,2928927,0.5188
15-10-2015,AXISBANK,EQ,495.5,497,502,495.55,499.7,498.7,499.45,5251039,2.62E+14,93818,2031918,0.387
16-10-2015,AXISBANK,EQ,498.7,494.5,507.5,491.4,505,504.65,499.95,5875167,2.94E+14,88817,2144168,0.365
19-10-2015,AXISBANK,EQ,504.65,502,508.8,501.15,507,506.65,505.79,4242869,2.15E+14,81268,1718363,0.405
20-10-2015,AXISBANK,EQ,506.65,504.6,513.3,504.6,509.5,509.4,509.67,5729459,2.92E+14,104325,2717707,0.4743
21-10-2015,AXISBANK,EQ,509.4,509.3,514.75,505,511.5,511.75,509.79,6245542,3.18E+14,91530,2944130,0.4714
23-10-2015,AXISBANK,EQ,511.75,515.25,527.5,515.25,527,525.65,520.84,11628906,6.06E+14,155509,6916666,0.5948
26-10-2015,AXISBANK,EQ,525.65,528.85,532.7,519.2,521.25,521.05,525.83,8015119,4.21E+14,104913,4625954,0.5772
27-10-2015,AXISBANK,EQ,521.05,517.25,528.5,515.65,517.6,521.8,522.29,13011580,6.80E+14,150453,6780227,0.5211
28-10-2015,AXISBANK,EQ,521.8,495.7,495.7,476.55,484.25,482.9,486.44,33157058,1.61E+15,334936,19289341,0.5818
29-10-2015,AXISBANK,EQ,482.9,485,486.4,467.05,467.85,468.95,472.2,22054683,1.04E+15,296297,12098017,0.5485
30-10-2015,AXISBANK,EQ,468.95,472,478.4,465,475.5,475.4,472.84,16103533,7.61E+14,260011,9056313,0.5624
02-11-2015,AXISBANK,EQ,475.4,477.8,479.85,473.1,476.8,478.25,476.94,10316509,4.92E+14,125085,6901306,0.669
03-11-2015,AXISBANK,EQ,478.25,481,483.5,473.35,473.95,474.65,479.56,9337442,4.48E+14,139665,6257007,0.6701
04-11-2015,AXISBANK,EQ,474.65,480,480.1,470.6,471.7,472.5,474.18,6319148,3.00E+14,110442,3222201,0.5099
05-11-2015,AXISBANK,EQ,472.5,472,472,462,463.5,463.8,464.74,8078032,3.75E+14,107130,4195559,0.5194
06-11-2015,AXISBANK,EQ,463.8,462,467.5,459.5,464.15,465.15,464.02,9185858,4.26E+14,106249,5722859,0.623
09-11-2015,AXISBANK,EQ,465.15,453,467,445.9,465.25,464.95,460.58,9643857,4.44E+14,152050,4375409,0.4537
10-11-2015,AXISBANK,EQ,464.95,463,473.5,462.25,468.25,468.35,469.13,7040567,3.30E+14,130897,3875574,0.5505
11-11-2015,AXISBANK,EQ,468.35,474.5,482.4,473,481.7,480.35,480.21,3012461,1.45E+14,33616,1410225,0.4681
13-11-2015,AXISBANK,EQ,480.35,475.4,487.2,472.3,484.5,484.95,482.03,10014779,4.83E+14,246646,5292818,0.5285
16-11-2015,AXISBANK,EQ,484.95,484,485,477,480.7,481.45,481.01,6488927,3.12E+14,225333,3351009,0.5164
17-11-2015,AXISBANK,EQ,481.45,484.75,485,473.05,475.4,475.6,477.66,5944197,2.84E+14,110935,2870140,0.4828
18-11-2015,AXISBANK,EQ,475.6,474.7,476.7,462.2,463,463.55,468.87,6081331,2.85E+14,85001,2952724,0.4855
19-11-2015,AXISBANK,EQ,463.55,468,468,460.1,463,463.05,464.13,8717250,4.05E+14,145722,5422120,0.622
20-11-2015,AXISBANK,EQ,463.05,462.95,465.35,458.25,460.2,459.85,461.6,11446890,5.28E+14,110441,7458991,0.6516
23-11-2015,AXISBANK,EQ,459.85,461,464.25,458.7,462.4,462.7,461.97,7774882,3.59E+14,163885,4698477,0.6043
24-11-2015,AXISBANK,EQ,462.7,462.85,466.95,462.7,463.55,463.85,464.76,5388027,2.50E+14,84678,2875728,0.5337
26-11-2015,AXISBANK,EQ,463.85,465.1,468.55,464.5,466.5,465.3,466.02,26648537,1.24E+15,153005,22817752,0.8562
27-11-2015,AXISBANK,EQ,465.3,467,475.4,466.1,471.1,471,471.25,10288912,4.85E+14,109623,6633217,0.6447
30-11-2015,AXISBANK,EQ,471,469.25,474.4,468.1,468.65,469.15,470.9,8926273,4.20E+14,84288,5939209,0.6654
01-12-2015,AXISBANK,EQ,469.15,471,471.35,458.15,461.6,461.6,462.72,11177827,5.17E+14,133335,7208128,0.6449
02-12-2015,AXISBANK,EQ,461.6,462.25,463.4,457.25,458.8,459.5,459.95,7152991,3.29E+14,94002,4566075,0.6383
03-12-2015,AXISBANK,EQ,459.5,460,465.35,458.65,462.8,462.5,461.76,8154164,3.77E+14,109808,4426129,0.5428
04-12-2015,AXISBANK,EQ,462.5,459.9,462.8,456.1,462.05,460.5,459.83,7000002,3.22E+14,110446,4090930,0.5844
07-12-2015,AXISBANK,EQ,460.5,462.95,465.55,460.3,461.15,462.3,462.04,6335649,2.93E+14,88893,4265021,0.6732
08-12-2015,AXISBANK,EQ,462.3,460,462.95,457.5,459.1,458.8,460.45,7003729,3.22E+14,104310,5027210,0.7178
09-12-2015,AXISBANK,EQ,458.8,457.05,461.1,448,451.8,450.6,451.95,8745990,3.95E+14,115462,5033888,0.5756
10-12-2015,AXISBANK,EQ,450.6,452,454.6,445.1,450.65,449.95,448.72,10192522,4.57E+14,162550,6893736,0.6764
11-12-2015,AXISBANK,EQ,449.95,449.95,450.8,436.55,439.35,440.65,442.31,15589823,6.90E+14,177421,10248642,0.6574
14-12-2015,AXISBANK,EQ,440.65,432,441.45,429.5,431.25,431.35,435.52,10389129,4.52E+14,176574,6164925,0.5934
15-12-2015,AXISBANK,EQ,431.35,432,436.9,429.65,434.25,436.1,433.68,11058615,4.80E+14,177316,6838286,0.6184
16-12-2015,AXISBANK,EQ,436.1,437,441.9,434,438.15,438.15,438.66,8881531,3.90E+14,121624,5320575,0.5991
17-12-2015,AXISBANK,EQ,438.15,442,443.65,431.45,435.5,435.55,435.14,11529678,5.02E+14,158065,6879938,0.5967
18-12-2015,AXISBANK,EQ,435.55,434.3,440.8,431.1,432,432.55,435.48,10297545,4.48E+14,117402,6367759,0.6184
21-12-2015,AXISBANK,EQ,432.55,432.55,443.2,432.15,442.1,442.35,439.86,5061836,2.23E+14,77990,2167560,0.4282
22-12-2015,AXISBANK,EQ,442.35,442.9,450.65,441.6,446.25,446.7,447,8722574,3.90E+14,122857,5157512,0.5913
23-12-2015,AXISBANK,EQ,446.7,450,452.7,448.2,452.4,452,450.9,4493436,2.03E+14,64304,2572258,0.5724
24-12-2015,AXISBANK,EQ,452,452.8,455.25,448.45,450.7,450.75,451.46,3633255,1.64E+14,53211,1518328,0.4179
28-12-2015,AXISBANK,EQ,450.75,450,456.6,448.4,456,455.35,453.28,5914945,2.68E+14,72884,3851019,0.6511
29-12-2015,AXISBANK,EQ,455.35,455.4,459.9,451.2,459,458.35,456.26,5987050,2.73E+14,75184,2900856,0.4845
30-12-2015,AXISBANK,EQ,458.35,458,460,453.6,455.5,455.1,456.51,3766369,1.72E+14,54912,1878662,0.4988
31-12-2015,AXISBANK,EQ,455.1,456,456,448.2,449.75,449.1,450.82,6329611,2.85E+14,74476,4068935,0.6428
01-01-2016,AXISBANK,EQ,449.1,449.75,452.9,445.55,449.7,449.9,449.76,3345654,1.50E+14,37626,1549760,0.4632
04-01-2016,AXISBANK,EQ,449.9,448.9,448.9,436.15,436.15,438.4,440.92,5862854,2.59E+14,77347,3164931,0.5398
05-01-2016,AXISBANK,EQ,438.4,439.9,439.9,433.6,435.6,436.45,436.66,5579449,2.44E+14,90976,2776760,0.4977
06-01-2016,AXISBANK,EQ,436.45,439.3,439.3,430,430.55,430.7,434.75,5756267,2.50E+14,103519,3460500,0.6012
07-01-2016,AXISBANK,EQ,430.7,425,425.15,407,409,409.25,414.65,13787371,5.72E+14,174608,8008737,0.5809
08-01-2016,AXISBANK,EQ,409.25,413.5,418.75,410,416.1,413.7,413.31,11307470,4.67E+14,122793,7485069,0.662
11-01-2016,AXISBANK,EQ,413.7,410,423.4,407.4,418.85,417.2,417.22,10352347,4.32E+14,157426,4855470,0.469
12-01-2016,AXISBANK,EQ,417.2,419.8,420.65,401,406.75,406.1,406.58,13070476,5.31E+14,166654,6477607,0.4956
13-01-2016,AXISBANK,EQ,406.1,410,411.45,392.45,405.2,406.7,402.53,15873927,6.39E+14,159966,7469834,0.4706
14-01-2016,AXISBANK,EQ,406.7,394.8,402,388.75,389.8,390.6,393.92,11776737,4.64E+14,181174,5859310,0.4975
15-01-2016,AXISBANK,EQ,390.6,392.45,395.85,369,372.85,374.25,383.27,13178892,5.05E+14,131800,6010368,0.4561
18-01-2016,AXISBANK,EQ,374.25,372.25,383.35,366.75,374.1,373.2,376.45,14117119,5.31E+14,150393,6306033,0.4467
19-01-2016,AXISBANK,EQ,373.2,376,396,376,396,393,389.01,14215698,5.53E+14,176303,7058642,0.4965
20-01-2016,AXISBANK,EQ,393,385.6,393.4,374.65,392,387.6,383.16,15605644,5.98E+14,178928,7624669,0.4886
21-01-2016,AXISBANK,EQ,387.6,400,412.45,397.7,409,409.15,406.06,28200956,1.15E+15,258096,12788257,0.4535
22-01-2016,AXISBANK,EQ,409.15,419.4,427.65,414.6,425,424.15,421.98,15009103,6.33E+14,190885,8342047,0.5558
25-01-2016,AXISBANK,EQ,424.15,429.75,429.75,415.2,419.15,420.85,419.22,10252421,4.30E+14,128482,5413921,0.5281
27-01-2016,AXISBANK,EQ,420.85,424.1,426.5,411.6,415,415.4,416.27,8648945,3.60E+14,125021,4023314,0.4652
28-01-2016,AXISBANK,EQ,415.4,416,416.9,402.4,408.3,405.65,408.5,9370465,3.83E+14,114674,5071816,0.5413
29-01-2016,AXISBANK,EQ,405.65,396,409.8,393.25,409.6,408.4,403.15,13667701,5.51E+14,169989,5693475,0.4166
01-02-2016,AXISBANK,EQ,408.4,410,410.35,394.5,399.2,399.3,400.65,10700914,4.29E+14,137373,5950154,0.556
02-02-2016,AXISBANK,EQ,399.3,399,404.45,388.6,391.1,390.9,396.83,12131028,4.81E+14,126481,4907890,0.4046
03-02-2016,AXISBANK,EQ,390.9,387,390,379.15,380,380.55,383.58,10077279,3.87E+14,147948,4811505,0.4775
04-02-2016,AXISBANK,EQ,380.55,385.75,386.6,373.35,385.8,382.75,381.03,11472602,4.37E+14,150236,5296760,0.4617
05-02-2016,AXISBANK,EQ,382.75,384.7,405,384.25,402.85,399.55,394.48,11677917,4.61E+14,155522,5261092,0.4505
08-02-2016,AXISBANK,EQ,399.55,401,417.95,401,406.4,408.55,411.7,11996680,4.94E+14,125498,5286739,0.4407
09-02-2016,AXISBANK,EQ,408.55,401,405.9,396,398.85,399.9,402.13,6550274,2.63E+14,96689,2427855,0.3706
10-02-2016,AXISBANK,EQ,399.9,397.9,398,385.35,395.8,393.6,392.07,10922352,4.28E+14,119932,5934518,0.5433
11-02-2016,AXISBANK,EQ,393.6,392.9,396.75,373.3,376.35,377.2,386.26,8076824,3.12E+14,113336,3047013,0.3773
12-02-2016,AXISBANK,EQ,377.2,389.4,395.95,379.1,390.35,391.1,387.16,28434501,1.10E+15,281015,15873360,0.5582
15-02-2016,AXISBANK,EQ,391.1,395.65,420,395.65,414,417.65,411.87,13964589,5.75E+14,155537,8353958,0.5982
