Date,Symbol,Series,Prev_Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable_Volume,%Deliverble,Will_Grow,SMA_5,SMA_10,SMA_20,Return_1D,Volatility_10,High_Low_Ratio,Open_Close_Ratio,Volume_SMA_10,Volume_Ratio,Close_Lag_1,Volume_Lag_1,Close_Lag_2,Volume_Lag_2,Close_Lag_3,Volume_Lag_3,RSI_14
2011-07-22,HDFCBANK,EQ,496.3,500.0,507.05,498.85,502.5,501.55,502.78,3158530,158804007675000.0,35266.0,1886261.0,0.5972,1,505.37000000000006,1106.5549999999998,1807.7125,0.010578279266572732,0.25222705507025817,1.0164378069559987,0.9969095803010667,1926314.2,1.6396753966720488,496.3,3220256.0,503.1,1852161.0,510.85,4263166.0,7.955554188326275
2011-07-25,HDFCBANK,EQ,501.55,501.55,506.5,497.15,505.7,505.2,501.9,3342607,167766200375000.0,46670.0,2202241.0,0.6587999999999999,0,503.4,904.64,1712.1650000000002,0.007277439936197672,0.2529439484543455,1.0188072010459621,0.9927751385589866,2220849.9,1.5051026185966012,501.55,3158530.0,496.3,3220256.0,503.1,1852161.0,8.190821345434998
2011-07-26,HDFCBANK,EQ,505.2,505.35,510.2,495.25,497.9,498.15,499.94,2645382,132252363105000.0,54688.0,1626014.0,0.6147,1,500.86,706.4799999999999,1615.92,-0.013954869358669852,0.2530486164768435,1.0301867743563857,1.014453477868112,2411779.1,1.0968591609405687,505.2,3342607.0,501.55,3158530.0,496.3,3220256.0,8.147503265683397
2011-07-27,HDFCBANK,EQ,498.15,499.35,503.95,492.0,502.35,502.05,498.28,2765678,137809393375000.0,59964.0,1856610.0,0.6713,0,500.65,504.71500000000003,1516.5674999999999,0.007828967178560742,0.2527131400576754,1.0242886178861788,0.9946220495966538,2651137.8,1.0432041669052436,498.15,2645382.0,505.2,3342607.0,501.55,3158530.0,8.435990578199068
2011-07-28,HDFCBANK,EQ,502.05,499.5,499.5,484.6,490.2,487.3,489.79,5354489,262255417380000.03,61153.0,3324178.0,0.6208,0,498.85,502.85,1415.155,-0.02937954387013242,0.01417514866684365,1.0307470078415186,1.025035912169095,2952728.1,1.813404017796288,502.05,2765678.0,498.15,2645382.0,505.2,3342607.0,8.329438100269954
2011-07-29,HDFCBANK,EQ,487.3,489.9,489.9,481.1,488.85,486.8,485.65,2997667,145582296035000.0,56313.0,1947346.0,0.6496,1,495.9,500.63500000000005,1314.4325000000001,-0.001026061974143233,0.01381862192678302,1.0182914155061318,1.006368118323747,3115241.0,0.9622584576923583,487.3,5354489.0,502.05,2765678.0,498.15,2645382.0,8.325599210555765
2011-08-01,HDFCBANK,EQ,486.8,493.45,495.95,484.5,488.0,488.0,489.14,2202354,107726909450000.0,28203.0,1448962.0,0.6579,0,492.46000000000004,497.92999999999995,1212.2225,0.0024650780608053147,0.012862790365939732,1.0236326109391125,1.0111680327868853,3180229.0,0.692514281204278,486.8,2997667.0,487.3,5354489.0,502.05,2765678.0,8.434672123186118
2011-08-02,HDFCBANK,EQ,488.0,487.9,487.9,480.0,481.95,482.85,483.3,1982494,95814144795000.0,34142.0,1271401.0,0.6413,0,489.4,495.13,1109.3075000000001,-0.010553278688524514,0.012943940742301579,1.0164583333333332,1.0104587345966656,2952161.8,0.671539750971644,488.0,2202354.0,486.8,2997667.0,487.3,5354489.0,8.38854396842676
2011-08-03,HDFCBANK,EQ,482.85,478.7,489.4,476.0,484.0,482.05,481.89,2082567,100357122620000.0,30294.0,1091210.0,0.524,0,485.4,493.025,1006.1449999999999,-0.0016568292430361176,0.012526027640386737,1.0281512605042016,0.9930505134322165,2975202.4,0.6999748991866906,482.85,1982494.0,488.0,2202354.0,486.8,2997667.0,8.380876451264754
2011-08-04,HDFCBANK,EQ,482.05,484.1,488.9,475.0,476.0,476.45,481.0,1829606,88003633160000.0,31537.0,1067437.0,0.5834,0,483.23,491.03999999999996,901.6775,-0.011617052173011122,0.01238255406372848,1.0292631578947369,1.0160562493441074,2836137.4,0.6451048528184847,482.05,2082567.0,482.85,1982494.0,488.0,2202354.0,8.323523193853504
2011-08-05,HDFCBANK,EQ,476.45,465.0,475.8,457.1,474.1,473.05,469.56,3156094,148196817355000.0,40643.0,1978949.0,0.627,0,480.48,488.19000000000005,797.3725,-0.007136110819603303,0.011282945032708559,1.0409100853204987,0.9829827713772328,2835893.8,1.1129097993726,476.45,1829606.0,482.05,2082567.0,482.85,1982494.0,8.28644551801473
2011-08-08,HDFCBANK,EQ,473.05,463.0,480.0,458.05,462.5,462.1,465.04,4308373,200357861965000.0,61416.0,2323934.0,0.5394,1,475.3,483.88,694.26,-0.023147658809850924,0.011472693677840208,1.0479205326929375,1.001947630383034,2932470.4,1.4691957333993892,473.05,3156094.0,476.45,1829606.0,482.05,2082567.0,8.160368775277448
2011-08-09,HDFCBANK,EQ,462.1,450.0,473.55,449.85,466.15,464.45,460.88,4490924,206978212685000.0,66379.0,2445617.0,0.5446,1,471.62000000000006,480.51000000000005,593.495,0.005085479333477583,0.012088838150729897,1.0526842280760254,0.9688879319625363,3117024.6,1.440772716391138,462.1,4308373.0,473.05,3156094.0,476.45,1829606.0,8.482187092822357
2011-08-10,HDFCBANK,EQ,464.45,494.8,494.8,473.4,483.5,479.9,478.06,3267226,156192368225000.0,48987.0,2076081.0,0.6354,1,471.18999999999994,478.29499999999996,491.505,0.0332651523307137,0.01715146289214059,1.0452049007182087,1.0310481350281309,3167179.4,1.0315885484731304,464.45,4490924.0,462.1,4308373.0,473.05,3156094.0,10.697771153340781
2011-08-11,HDFCBANK,EQ,479.9,478.7,484.7,475.0,479.6,479.95,480.76,2102304,101071173260000.0,26905.0,1253724.0,0.5964,0,471.89000000000004,477.55999999999995,490.20500000000004,0.00010418837257764046,0.014739105257847133,1.020421052631579,0.9973955620377123,2841960.9,0.7397371300921135,479.9,3267226.0,464.45,4490924.0,462.1,4308373.0,10.705305306766135
2011-08-12,HDFCBANK,EQ,479.95,485.1,486.0,464.1,468.0,468.05,470.12,2853388,134142641980000.0,59288.0,1561229.0,0.5471,0,470.89,475.68499999999995,488.16,-0.024794249400979185,0.016481630960032204,1.0471881060116355,1.036427732079906,2827533.0,1.0091440135269862,479.95,2102304.0,479.9,3267226.0,464.45,4490924.0,10.47871474301543
2011-08-16,HDFCBANK,EQ,468.05,478.4,478.4,454.65,459.05,456.45,464.33,3055648,141882611255000.0,47100.0,1687462.0,0.5522,1,469.76000000000005,472.53000000000003,485.23,-0.024783676957590095,0.017548952729602867,1.0522379852633894,1.0480885091466754,2912862.4,1.0490189993183339,468.05,2853388.0,479.95,2102304.0,479.9,3267226.0,10.250941744523871
2011-08-17,HDFCBANK,EQ,456.45,456.05,472.45,455.9,470.0,467.5,465.02,3134201,145747034460000.0,45759.0,1736330.0,0.554,0,470.37,470.995,483.0625,0.024208566108007368,0.019941768452392702,1.0363018205746874,0.9755080213903744,3028033.1,1.0350616708912461,456.45,3055648.0,468.05,2853388.0,479.95,2102304.0,12.20859245059097
2011-08-18,HDFCBANK,EQ,467.5,468.3,474.85,458.55,460.6,462.4,467.32,5722113,267406006185000.0,59441.0,3794888.0,0.6631999999999999,0,466.87,469.03000000000003,481.02750000000003,-0.01090909090909098,0.02008421870909902,1.0355468324064987,1.0127595155709344,3391987.7,1.6869498082201182,467.5,3134201.0,456.45,3055648.0,468.05,2853388.0,12.077650041130724
2011-08-19,HDFCBANK,EQ,462.4,455.0,463.5,450.0,460.8,460.85,456.23,4480259,204402790005000.0,57429.0,2267790.0,0.5062,0,463.05,467.46999999999997,479.255,-0.003352076124567338,0.019903925997522626,1.03,0.9873060648801127,3657053.0,1.2251009214249835,462.4,5722113.0,467.5,3134201.0,456.45,3055648.0,12.03540054967688
2011-08-22,HDFCBANK,EQ,460.85,460.05,463.95,450.7,452.5,453.05,456.73,2977249,135981076509999.98,46573.0,1481412.0,0.4976,1,460.05,465.46999999999997,476.83000000000004,-0.016925246826516194,0.020357530399217262,1.0293987131129354,1.015450833241364,3639168.5,0.818112434200285,460.85,4480259.0,462.4,5722113.0,467.5,3134201.0,11.811481518195237
2011-08-23,HDFCBANK,EQ,453.05,457.4,462.5,445.3,457.3,459.4,455.28,4036273,183761733485000.0,51093.0,1919033.0,0.4754,0,460.64,465.2,474.53999999999996,0.014016113011808828,0.019885714931443244,1.038625645632158,0.9956464954288202,3611958.5,1.117474910079947,453.05,2977249.0,460.85,4480259.0,462.4,5722113.0,13.226882411844372
2011-08-24,HDFCBANK,EQ,459.4,458.0,462.4,452.5,454.0,456.0,456.89,3185614,145546530250000.0,38280.0,1828824.0,0.5740999999999999,0,458.34,464.3549999999999,472.4325,-0.0074009577710055785,0.01989442933623852,1.021878453038674,1.0043859649122806,3481427.5,0.9150309750813423,459.4,4036273.0,453.05,2977249.0,460.85,4480259.0,13.105595468197478
2011-08-25,HDFCBANK,EQ,456.0,459.4,459.4,440.7,444.55,443.65,448.23,5800210,259981972850000.0,50580.0,4091807.0,0.7055,0,454.59,460.73,469.5125,-0.027083333333333348,0.017077689056585816,1.0424324937599274,1.0355009579623577,3734725.9,1.553048377660058,456.0,3185614.0,459.4,4036273.0,453.05,2977249.0,12.651778365474186
2011-08-26,HDFCBANK,EQ,443.65,444.0,450.55,436.15,437.95,438.95,442.67,2130956,94331936975000.0,35345.0,1139647.0,0.5347999999999999,1,450.21000000000004,456.63,467.09499999999997,-0.010593936661782877,0.01686885154576606,1.0330161641637052,1.011504727189885,3737591.1,0.5701415545429782,443.65,5800210.0,456.0,3185614.0,459.4,4036273.0,12.474738474364571
2011-08-29,HDFCBANK,EQ,438.95,444.5,457.95,443.15,457.2,456.45,452.74,2900099,131300402840000.02,43407.0,2012846.0,0.6940999999999999,1,450.89,455.46999999999997,465.57750000000004,0.03986786649960128,0.021732484752879113,1.0333972695475573,0.9738196954759558,3742262.2,0.7749587936409159,438.95,2130956.0,443.65,5800210.0,456.0,3185614.0,17.124904658365168
2011-08-30,HDFCBANK,EQ,456.45,461.95,475.0,458.8,474.8,471.95,466.0,3897324,181613748510000.0,43631.0,2659027.0,0.6823,1,453.4,457.02,464.775,0.03395771716507823,0.02288677356127134,1.0353095030514385,0.9788113147579193,3826429.8,1.0185275057182548,456.45,2900099.0,438.95,2130956.0,443.65,5800210.0,21.12221700373115
2011-09-02,HDFCBANK,EQ,471.95,484.0,484.0,468.0,472.0,472.8,473.27,3797737,179734403675000.0,53848.0,2695887.0,0.7099,0,456.76000000000005,457.55,464.27250000000004,0.0018010382455768692,0.021709169676289213,1.0341880341880343,1.023688663282572,3892783.4,0.9755839484929987,471.95,3897324.0,456.45,2900099.0,438.95,2130956.0,21.34626203751428
2011-09-05,HDFCBANK,EQ,472.8,469.8,474.0,462.65,473.3,470.25,467.91,2950179,138040436165000.02,27431.0,1886593.0,0.6395000000000001,1,462.0799999999999,458.3349999999999,463.68250000000006,-0.0053934010152284495,0.021431733418914734,1.0245325840268023,0.999043062200957,3615590.0,0.8159606039401591,472.8,3797737.0,471.95,3897324.0,456.45,2900099.0,21.152155042862233
2011-09-06,HDFCBANK,EQ,470.25,468.6,476.4,460.0,473.1,472.8,467.73,4465198,208852654415000.0,53146.0,3087895.0,0.6915000000000001,1,468.85,459.53000000000003,463.5,0.005422647527910662,0.021372839319400982,1.0356521739130435,0.9911167512690355,3614083.9,1.235499264419401,470.25,2950179.0,472.8,3797737.0,471.95,3897324.0,21.916803150815156
2011-09-07,HDFCBANK,EQ,472.8,476.0,489.95,472.85,488.45,488.1,485.24,3686643,178889933090000.0,40660.0,2398516.0,0.6506000000000001,0,475.18,463.035,464.25250000000005,0.032360406091370475,0.022000698484029975,1.0361636882732366,0.9752099979512394,3685023.3,1.00043953589113,472.8,4465198.0,470.25,2950179.0,472.8,3797737.0,26.5211703811879
2011-09-08,HDFCBANK,EQ,488.1,489.7,489.7,479.15,483.0,483.7,483.0,2041012,98581624795000.0,30254.0,983324.0,0.4818,0,477.53000000000003,465.46500000000003,465.3325,-0.009014546199549334,0.022466041293436653,1.0220181571532923,1.0124043828819516,3485497.2,0.5855726982078768,488.1,3686643.0,472.8,4465198.0,470.25,2950179.0,26.045516255770153
2011-09-09,HDFCBANK,EQ,483.7,483.9,485.7,470.7,472.0,473.25,479.3,2582854,123795852840000.02,29275.0,1390139.0,0.5382,0,477.62,467.18999999999994,465.7724999999999,-0.02160430018606574,0.023775533661759878,1.0318674314850222,1.0225039619651346,3425221.2,0.7540692554396194,483.7,2041012.0,488.1,3686643.0,472.8,4465198.0,24.903160568160473
2011-09-12,HDFCBANK,EQ,473.25,467.0,471.2,462.5,469.0,469.35,466.85,1746380,81530183015000.0,22994.0,953776.0,0.5461,0,477.43999999999994,469.76000000000005,465.245,-0.00824088748019014,0.021696647277543172,1.0188108108108107,0.9949930755299883,3019838.2,0.5783025064058067,473.25,2582854.0,483.7,2041012.0,488.1,3686643.0,24.471773792313698
2011-09-13,HDFCBANK,EQ,469.35,471.0,475.8,464.0,466.7,467.7,469.94,1793988,84307023055000.0,29640.0,750315.0,0.4182,1,476.41999999999996,472.63500000000005,464.6325,-0.003515500159795515,0.021210351283384863,1.0254310344827586,1.0070558050032072,2986141.4,0.6007712829673773,469.35,1746380.0,473.25,2582854.0,483.7,2041012.0,24.28014198237628
2011-09-14,HDFCBANK,EQ,467.7,467.4,483.1,461.05,483.1,478.9,471.49,1937252,91339164710000.0,35057.0,779582.0,0.4024,1,474.58000000000004,474.88,465.175,0.02394697455633943,0.018904987959557452,1.0478256154430106,0.9759866360409272,2889856.7,0.6703626515460092,467.7,1793988.0,469.35,1746380.0,473.25,2582854.0,28.379878686329548
2011-09-15,HDFCBANK,EQ,478.9,485.9,488.05,471.6,488.05,484.65,480.15,2184190,104873409665000.0,42182.0,1105772.0,0.5063000000000001,0,474.77,476.15,466.5849999999999,0.01200668197953636,0.016253949729602438,1.0348812553011026,1.0025791808521614,2718543.3,0.8034413135887886,478.9,1937252.0,467.7,1793988.0,469.35,1746380.0,30.46151988536863
2011-09-16,HDFCBANK,EQ,484.65,486.25,490.0,476.3,487.0,483.7,483.58,2736752,132345041005000.0,37568.0,1313065.0,0.4798,1,476.86,477.24000000000007,467.395,-0.0019601774476426526,0.016322414526650585,1.028763384421583,1.0052718627248294,2612444.8,1.0475827087332144,484.65,2184190.0,478.9,1937252.0,467.7,1793988.0,30.304800508633065
2011-09-19,HDFCBANK,EQ,483.7,481.9,487.0,477.1,487.0,484.75,482.35,2097305,101163741385000.0,38513.0,1128543.0,0.5381,1,479.93999999999994,478.69000000000005,468.5125,0.0021707670043416005,0.016094763746711323,1.0207503667994131,0.99412068076328,2527157.4,0.8299067561047049,483.7,2736752.0,484.65,2184190.0,478.9,1937252.0,30.72900273569371
2011-09-20,HDFCBANK,EQ,484.75,485.0,493.25,483.0,492.6,491.35,488.5,2958817,144537069720000.0,39951.0,1855622.0,0.6271,1,484.66999999999996,480.54499999999996,470.0375,0.013615265600825266,0.01642795604197708,1.0212215320910973,0.987076422102371,2376519.3,1.2450212375721081,484.75,2097305.0,483.7,2736752.0,484.65,2184190.0,33.47011105090664
2011-09-21,HDFCBANK,EQ,491.35,492.75,497.65,488.4,493.7,494.5,494.24,3222849,159285886370000.0,38357.0,2191729.0,0.6801,0,487.78999999999996,481.18499999999995,472.11,0.0064109087208710225,0.013173376331046654,1.018939393939394,0.9964610717896866,2330139.9,1.3831139495100702,491.35,2958817.0,484.75,2097305.0,483.7,2736752.0,34.796278735044694
2011-09-22,HDFCBANK,EQ,494.5,487.9,489.0,465.5,477.05,472.3,477.1,2547772,121554379040000.02,36090.0,1342209.0,0.5268,0,485.32,480.04499999999996,472.755,-0.04489383215369058,0.01962548854714259,1.050483351235231,1.0330298539064153,2380815.9,1.0701255817385964,494.5,3222849.0,491.35,2958817.0,484.75,2097305.0,30.223744044123023
2011-09-23,HDFCBANK,EQ,472.3,468.55,470.0,452.5,456.0,456.4,458.0,8227806,376837297250000.0,74122.0,5078038.0,0.6172,0,479.86,478.35999999999996,472.775,-0.033665043404615735,0.021253129251402363,1.0386740331491713,1.0266213847502192,2945311.1,2.793526972413882,472.3,2547772.0,494.5,3222849.0,491.35,2958817.0,27.442281266319867
2011-09-26,HDFCBANK,EQ,456.4,456.0,457.65,439.45,450.05,450.1,447.99,6946267,311184210885000.0,60604.0,4916283.0,0.7078,1,472.93,476.43500000000006,473.0975,-0.013803680981595012,0.02146529123720642,1.0414154056206621,1.0131081981781827,3465299.8,2.004521224974532,456.4,8227806.0,472.3,2547772.0,494.5,3222849.0,26.405361356354064
2011-09-27,HDFCBANK,EQ,450.1,458.0,461.9,454.1,459.4,457.45,458.02,4005709,183467606125000.0,23917.0,2941137.0,0.7342000000000001,1,466.15,475.40999999999997,474.02250000000004,0.016329704510108733,0.022408499620673497,1.0171768332966307,1.001202317193136,3686471.9,1.0865969166888265,450.1,6946267.0,456.4,8227806.0,472.3,2547772.0,29.74084926842241
2011-09-28,HDFCBANK,EQ,457.45,462.4,465.35,451.75,460.35,458.0,457.06,3805938,173954276475000.0,50636.0,2598967.0,0.6829000000000001,1,458.85,473.32,474.1,0.0012023171931359045,0.020562268216733348,1.0301051466519093,1.0096069868995632,3873340.5,0.9825983540564017,457.45,4005709.0,450.1,6946267.0,456.4,8227806.0,29.996526947116394
2011-09-29,HDFCBANK,EQ,458.0,457.55,474.8,452.65,470.0,470.6,468.67,8133246,381181462175000.0,68739.0,5320745.0,0.6542,0,458.51000000000005,471.9150000000001,474.03249999999997,0.027510917030567628,0.022425109757537167,1.0489340550093893,0.9722694432639184,4468246.1,1.820232327847833,458.0,3805938.0,457.45,4005709.0,450.1,6946267.0,35.76369990507949
2011-09-30,HDFCBANK,EQ,470.6,465.85,474.8,464.4,467.3,467.65,469.42,4757200,223313042475000.0,61499.0,3333692.0,0.7008,0,460.76000000000005,470.30999999999995,473.775,-0.006268593285167934,0.022450513012763844,1.0223944875107667,0.9961509676039775,4670290.9,1.018608926480361,470.6,8133246.0,458.0,3805938.0,457.45,4005709.0,35.03593147625534
2011-10-03,HDFCBANK,EQ,467.65,460.15,464.9,450.75,464.9,456.05,455.17,4534059,206376679975000.0,65473.0,3501285.0,0.7722,0,461.95,467.43999999999994,473.06499999999994,-0.024804875441034935,0.023344452028817773,1.031392124237382,1.0089902422979935,4913966.3,0.9226882569381887,467.65,4757200.0,470.6,8133246.0,458.0,3805938.0,32.2563073370078
2011-10-04,HDFCBANK,EQ,456.05,452.5,456.0,440.5,446.2,448.9,449.43,3740798,168123178670000.0,55674.0,2383344.0,0.6371,0,460.23999999999995,463.195,471.87,-0.015678105470891435,0.022453249247897187,1.0351872871736663,1.0080196034751616,4992164.4,0.7493338961353115,456.05,4534059.0,467.65,4757200.0,470.6,8133246.0,30.642578889044998
2011-10-05,HDFCBANK,EQ,448.9,448.95,456.25,436.55,437.5,438.7,445.71,4133748,184247264585000.0,53866.0,2359437.0,0.5708,1,456.38,457.61500000000007,469.4,-0.02272220984629092,0.02215324741863556,1.0451265605314397,1.0233644859813085,5083254.3,0.8132089712686615,448.9,3740798.0,456.05,4534059.0,467.65,4757200.0,28.455516869719773
2011-10-07,HDFCBANK,EQ,438.7,452.7,460.0,446.2,450.0,450.0,451.63,4721751,213249882910000.0,61247.0,3326341.0,0.7045,1,452.26000000000005,455.38500000000005,467.71500000000003,0.02575792113061315,0.02164377348126502,1.0309278350515465,1.006,5300652.2,0.8907867978963041,438.7,4133748.0,448.9,3740798.0,456.05,4534059.0,34.06966685792602
2011-10-10,HDFCBANK,EQ,450.0,452.0,458.0,450.05,457.2,454.7,453.88,6031496,273758475100000.0,39494.0,4763362.0,0.7897,1,449.66999999999996,455.21500000000003,466.7875,0.010444444444444478,0.019448849872898178,1.0176647039217865,0.9940620189135694,5081021.2,1.1870637343532437,450.0,4721751.0,438.7,4133748.0,448.9,3740798.0,36.308359110058646
2011-10-11,HDFCBANK,EQ,454.7,460.7,464.9,455.15,459.25,457.5,460.78,2496879,115049986595000.0,40086.0,1390395.0,0.5569,1,449.96000000000004,455.95500000000004,466.195,0.006157906311853978,0.018914910602452994,1.0214215093925079,1.0069945355191257,4636082.4,0.5385751987497029,454.7,6031496.0,450.0,4721751.0,438.7,4133748.0,37.66628783120679
2011-10-12,HDFCBANK,EQ,457.5,461.95,469.9,453.45,468.5,467.15,461.23,4483890,206809593780000.0,41048.0,3076563.0,0.6861,1,453.60999999999996,456.925,466.1675,0.021092896174863318,0.019376006207610586,1.036277428602933,0.9888686717328481,4683900.5,0.9572983029848734,457.5,2496879.0,454.7,6031496.0,450.0,4721751.0,42.23714014020056
